n_trial,condition,tested_position,shape_0,shape_1,shape_2,shape_3,color_0,color_1,color_2,color_3,color_angle_0,color_angle_1,color_angle_2,color_angle_3,correct_response,correct_response_angle,wheel_rotation
87,Prioritise4,3,square,cross,triangle,circle,"0.15741439024530024,0.4651753747362595,-0.7441898531558468","-0.12881863109484093,0.46745492896353924,0.32362925960524147","0.05398205218015839,0.48170764156945833,-0.5023703861935837","1.0,-0.00039510366743955583,-1.0",152,217,163,57,"1.0,-0.00039510366743955583,-1.0",57,159
88,NoPrioritise,1,cross,square,circle,triangle,"1.0,-0.27567226916307197,-0.025990342729996674","0.9342399836420399,0.1906568045828605,-1.0","1.0,0.11693500061052231,-1.0","0.019624625934283157,0.48605247051678746,-0.42860903269535067",352,84,73,167,"0.9342399836420399,0.1906568045828605,-1.0",84,312
89,Prioritise4,1,cross,circle,triangle,square,"1.0,-0.27567226916307197,-0.025990342729996674","1.0,-0.25349859092244853,0.058576446168723484","0.9454860823634645,0.18425356693025585,-1.0","1.0,-0.015534070910116049,-1.0",352,346,83,55,"1.0,-0.25349859092244853,0.058576446168723484",346,7
90,NoPrioritise,3,cross,square,triangle,circle,"1.0,-0.27259515439613147,-0.011730747350127468","0.8744524420551003,0.1077067653533772,0.5993718879433354","1.0,0.10281785561567158,-1.0","0.38995744222104256,0.31083082350540914,0.6645497918058341",351,295,71,263,"0.38995744222104256,0.31083082350540914,0.6645497918058341",263,144
91,Prioritise2,0,cross,circle,square,triangle,"1.0,-0.20752138035248524,-0.5823144238115788","1.0,-0.20571451687417974,0.18014638001872707","0.35978173682339754,0.41977397962065344,-1.0","1.0,-0.11314379054822865,-0.9277147292103822",28,337,133,42,"1.0,-0.20752138035248524,-0.5823144238115788",28,86
92,Prioritise2,1,triangle,circle,cross,square,"-0.1599394399400429,0.4856569012506431,0.15485318992015062","0.557247182986663,0.35934004439537626,-1.0","1.0,-0.24030349193845646,-0.4804258498410512","-0.10674528321075638,0.4597702151299572,0.3704541436797111",204,116,22,221,"0.557247182986663,0.35934004439537626,-1.0",116,285
93,Prioritise1,2,cross,square,triangle,circle,"0.5283655398475315,0.26125276704655587,0.6724040666408482","0.5747774279545166,0.24332959852807035,0.670395358395977","0.4204673865307198,0.3003640950728248,0.6680936776579738","0.6048714455845987,0.34221696469187823,-1.0",272,275,265,112,"0.4204673865307198,0.3003640950728248,0.6680936776579738",265,220
94,Prioritise4,1,cross,square,circle,triangle,"-0.15913672951032076,0.48350679120805196,0.18230705521727808","0.557247182986663,0.35934004439537626,-1.0","1.0,-0.2133971103908915,-0.5647212078646006","0.6364477477613335,0.21838082541010184,0.6641383826852352",206,116,27,279,"0.557247182986663,0.35934004439537626,-1.0",116,69
95,Prioritise1,0,square,triangle,circle,cross,"-0.12966480223349675,0.49444262706220066,-0.04980752507879116","0.9709143462906737,0.05487098646765176,0.5521665648538059","-0.1334211421392112,0.46921826779504494,0.31151742599586085","0.1673887875274096,0.46333008938060627,-0.7729226224565875",190,302,216,151,"-0.12966480223349675,0.49444262706220066,-0.04980752507879116",190,183
96,Prioritise1,3,square,cross,triangle,circle,"0.854028730639278,0.2336538600688729,-1.0","0.6048714455845987,0.34221696469187823,-1.0","0.2419946445565604,0.35840841428502257,0.6316066564714324","1.0,-0.12344048141961106,0.3289459564990056",91,112,253,325,"1.0,-0.12344048141961106,0.3289459564990056",325,226
97,NoPrioritise,2,cross,circle,square,triangle,"-0.0889322071979689,0.49470485377678974,-0.17530036558846096","1.0,-0.04666697700988032,0.4375655321668761","0.7718332302050808,0.2733134055615505,-1.0","0.9026141269879491,0.09282770385166228,0.5869975937203944",182,315,98,297,"0.7718332302050808,0.2733134055615505,-1.0",98,35
98,Prioritise3,0,triangle,circle,cross,square,"-0.0889322071979689,0.49470485377678974,-0.17530036558846096","0.011345098196205106,0.4870029319956142,-0.41073039696963864","0.08211922552252782,0.40518924666980105,0.5597871012004456","1.0,-0.1453950522675579,0.29343624696038684",182,168,241,328,"-0.0889322071979689,0.49470485377678974,-0.17530036558846096",182,278
99,NoPrioritise,3,cross,circle,square,triangle,"1.0,0.00043266500642058503,0.4945408245860483","0.2277843781848521,0.3627318956570289,0.6269388339435948","1.0,-0.2905255226561695,-0.14211314919909668","0.2607905457923898,0.44405077031286466,-1.0",309,252,0,142,"0.2607905457923898,0.44405077031286466,-1.0",142,254
100,Prioritise4,0,square,circle,cross,triangle,"0.21370971933434912,0.36697709911931464,0.6220261074603506","0.38240568475417525,0.4136729392938614,-1.0","1.0,-0.015267259554568757,0.4762913260168815","1.0,-0.2696580629443429,-0.3688697412252795",251,131,311,15,"0.21370971933434912,0.36697709911931464,0.6220261074603506",251,280
101,Prioritise4,1,cross,square,circle,triangle,"0.41670369996421397,0.40402696808005323,-1.0","0.7836643519746782,0.2678576623980824,-1.0","-0.07115460775268467,0.4487065849390661,0.42510855757080535","0.29323185337982705,0.4365272844863326,-1.0",128,97,226,139,"0.7836643519746782,0.2678576623980824,-1.0",97,346
102,Prioritise4,1,cross,circle,square,triangle,"0.5453823652594301,0.36344457638027117,-1.0","0.2607905457923898,0.44405077031286466,-1.0","1.0,-0.007959551777363516,-1.0","-0.137653653553384,0.47091943313012696,0.2992494234533911",117,142,56,215,"0.2607905457923898,0.44405077031286466,-1.0",142,1
103,Prioritise1,2,cross,circle,triangle,square,"1.0,-0.06852917744512788,-1.0","-0.06359610428535867,0.4935649245563736,-0.24027710533734647","0.9439739668489959,0.07017173146500566,0.5667550331301558","0.6885060196604067,0.3095143481419429,-1.0",48,178,300,105,"0.9439739668489959,0.07017173146500566,0.5667550331301558",300,182
104,Prioritise1,3,circle,cross,square,triangle,"0.003196340864616065,0.48789947231709707,-0.3930376390559923","1.0,-0.24425036060701033,0.08619108045783674","0.1456375685133382,0.387038501124352,0.5938426811268567","-0.10674528321075638,0.4597702151299572,0.3704541436797111",169,344,246,221,"-0.10674528321075638,0.4597702151299572,0.3704541436797111",221,244
105,NoPrioritise,0,circle,cross,square,triangle,"0.5593128013847881,0.24938009178326226,0.6713213889936891","-0.03665861455697994,0.4386499069954206,0.4655003413302212","1.0,-0.15960027999342463,0.2690977661520819","0.21850949126575658,0.4532202130288874,-0.9933869065076532",274,230,330,146,"0.5593128013847881,0.24938009178326226,0.6713213889936891",274,153
106,NoPrioritise,0,circle,triangle,cross,square,"1.0,-0.24976805918886447,-0.4479639557291707","0.8885895249151152,0.10029123080933622,0.593298310174416","1.0,0.008268781307839035,0.5033766660072689","0.046610568850004475,0.4151827959781793,0.5366388806382334",20,296,308,238,"1.0,-0.24976805918886447,-0.4479639557291707",20,18
107,Prioritise4,0,square,triangle,circle,cross,"0.3373683384989987,0.425614728337375,-1.0","-0.137653653553384,0.47091943313012696,0.2992494234533911","0.3262451978832188,0.42843842117143094,-1.0","1.0,-0.06229796743051119,0.4171389626044979",135,215,136,317,"0.3373683384989987,0.425614728337375,-1.0",135,23
108,NoPrioritise,3,circle,square,triangle,cross,"0.37478692104604905,0.3159453148278393,0.6623940312376342","0.6765582342033039,0.31440040312493167,-1.0","-0.15218698220497417,0.491399065672369,0.0550849709310266","0.19977821842497323,0.3711442763159587,0.6168699381761522",262,106,197,250,"0.19977821842497323,0.3711442763159587,0.6168699381761522",250,213
109,Prioritise3,2,triangle,square,circle,cross,"0.7123805921607476,0.2995277721370815,-1.0","0.3485477954945324,0.4227267056127266,-1.0","0.09948789533259128,0.47503830359136323,-0.601955130836429","1.0,-0.10844910144201803,0.3519141850209708",103,134,158,323,"0.09948789533259128,0.47503830359136323,-0.601955130836429",158,146
110,Prioritise3,1,circle,square,cross,triangle,"1.0,-0.2759589912597996,-0.3378595329546661","1.0,0.01469043779870538,-1.0","-0.1552691192795369,0.47984650043174004,0.22253130766167373","0.3262451978832188,0.42843842117143094,-1.0",13,59,209,136,"1.0,0.01469043779870538,-1.0",59,38
111,Prioritise2,1,triangle,circle,square,cross,"0.10890282843090082,0.4735368131811257,-0.6233623294930688","1.0,-0.13481497066722903,-0.8172789642511413","0.7127176267031001,0.18557291042394586,0.6506302425082333","1.0,-0.023115205136178596,-1.0",157,39,284,54,"1.0,-0.13481497066722903,-0.8172789642511413",39,29
112,Prioritise1,1,square,triangle,circle,cross,"1.0,-0.2696580629443429,-0.3688697412252795","-0.004817967995419115,0.4887422579776717,-0.37551595656205394","1.0,-0.24976805918886447,-0.4479639557291707","0.5335383805596652,0.3674790283286826,-1.0",15,170,20,118,"-0.004817967995419115,0.4887422579776717,-0.37551595656205394",170,278
113,NoPrioritise,1,cross,circle,triangle,square,"-0.10674528321075638,0.4597702151299572,0.3704541436797111","0.0809641014742315,0.4778728517952051,-0.560834903418019","1.0,-0.11314379054822865,-0.9277147292103822","1.0,-0.07783297952557244,0.3960373748090056",221,160,42,319,"0.0809641014742315,0.4778728517952051,-0.560834903418019",160,151
114,NoPrioritise,3,circle,triangle,square,cross,"0.43579397082986615,0.29501209376045523,0.6694809165992386","0.11962807502985351,0.3945255124543332,0.5809118383777745","0.32969209843730707,0.3308126345090221,0.6543985772501693","1.0,-0.13481497066722903,-0.8172789642511413",266,244,259,39,"1.0,-0.13481497066722903,-0.8172789642511413",39,37
115,Prioritise3,2,cross,circle,triangle,square,"0.7004475934634664,0.30455679594870433,-1.0","1.0,-0.24425036060701033,0.08619108045783674","0.8072476110492377,0.25673500061136667,-1.0","0.7127176267031001,0.18557291042394586,0.6506302425082333",104,344,95,284,"0.8072476110492377,0.25673500061136667,-1.0",95,64
116,Prioritise2,2,square,circle,cross,triangle,"-0.1598212484830719,0.4866460428277808,0.1409432704458322","0.5810306884554026,0.3509198779468534,-1.0","1.0,-0.28331765203541326,-0.06912673399707303","1.0,-0.18904346603826983,-0.637249894721835",203,114,355,31,"1.0,-0.28331765203541326,-0.06912673399707303",355,179
117,Prioritise4,2,circle,triangle,square,cross,"0.3373683384989987,0.425614728337375,-1.0","1.0,-0.015534070910116049,-1.0","0.3937919637711429,0.41052389502637143,-1.0","0.37106831880418345,0.41675617985472035,-1.0",135,55,130,132,"0.3937919637711429,0.41052389502637143,-1.0",130,16
118,Prioritise2,2,cross,circle,square,triangle,"-0.04985376064386149,0.4926777683571715,-0.2733707743273047","0.5335383805596652,0.3674790283286826,-1.0","0.21850949126575658,0.4532202130288874,-0.9933869065076532","1.0,-0.2784883645829067,-0.04031082501765193",176,118,146,353,"0.21850949126575658,0.4532202130288874,-0.9933869065076532",146,139
119,Prioritise2,0,triangle,square,circle,cross,"1.0,-0.03828278687151976,-1.0","0.7243026375027783,0.2944273290124073,-1.0","-0.10032491436032498,0.45768874039972984,0.3817396096664756","1.0,0.023895135487088437,0.520455959599228",52,102,222,306,"1.0,-0.03828278687151976,-1.0",52,302
120,Prioritise3,1,circle,triangle,square,cross,"0.03525654226328623,0.4183671124064994,0.5284836519992187","-0.1582066093163167,0.48234509352938293,0.19584550247902222","0.2563330525591274,0.3540064263668754,0.6360281906414551","0.22896995211020998,0.45101907426419996,-1.0",237,207,254,145,"-0.1582066093163167,0.48234509352938293,0.19584550247902222",207,209
121,Prioritise4,1,circle,triangle,square,cross,"0.3000437839717358,0.34032750492681907,0.6478023910819077","-0.028015013033697245,0.49094955428922593,-0.32385780920023366","0.058211064666331636,0.41192535001918484,0.5445760826660213","1.0,-0.26238457869240295,-0.4002073564444957",257,173,239,17,"-0.028015013033697245,0.49094955428922593,-0.32385780920023366",173,184
122,Prioritise3,3,square,circle,cross,triangle,"-0.10587186235375057,0.4950046804635242,-0.12755688133261178","0.7428418032534498,0.17196979648312705,0.6434837115546581","0.7599790593392,0.278698430329378,-1.0","0.8602068900008202,0.11507220116757,0.6052161878467197",185,286,99,294,"0.8602068900008202,0.11507220116757,0.6052161878467197",294,41
123,Prioritise2,3,triangle,circle,square,cross,"1.0,-0.12765325079304635,-0.8480385611780058","0.6287517000804042,0.333230015934751,-1.0","0.37106831880418345,0.41675617985472035,-1.0","0.4204673865307198,0.3003640950728248,0.6680936776579738",40,110,132,265,"0.4204673865307198,0.3003640950728248,0.6680936776579738",265,124
124,Prioritise4,3,circle,square,cross,triangle,"0.5593128013847881,0.24938009178326226,0.6713213889936891","0.4630300053623657,0.39022810787803497,-1.0","0.30417514509994215,0.43389432139899475,-1.0","1.0,0.029697581538389972,-1.0",274,124,138,61,"1.0,0.029697581538389972,-1.0",61,135
125,NoPrioritise,0,triangle,square,cross,circle,"-0.11850987372908683,0.4637398184337027,0.34737226103556385","0.5902286499321849,0.2372037618456999,0.6692134526599127","0.37478692104604905,0.3159453148278393,0.6623940312376342","1.0,-0.23006636068103248,-0.5135224369802548",219,276,262,24,"-0.11850987372908683,0.4637398184337027,0.34737226103556385",219,0
126,Prioritise2,1,square,cross,circle,triangle,"1.0,-0.18904346603826983,-0.637249894721835","1.0,0.031678509722878445,0.528693730626498","-0.07115460775268467,0.4487065849390661,0.42510855757080535","-0.10674528321075638,0.4597702151299572,0.3704541436797111",31,305,226,221,"1.0,0.031678509722878445,0.528693730626498",305,173
127,Prioritise4,3,circle,cross,square,triangle,"0.8423878648894922,0.2395276862660105,-1.0","0.27079222332264496,0.349525727356639,0.6402021298134932","0.7599790593392,0.278698430329378,-1.0","1.0,-0.2853220527670477,-0.0836186653125478",92,255,99,356,"1.0,-0.2853220527670477,-0.0836186653125478",356,340
128,NoPrioritise,1,cross,triangle,circle,square,"0.9342399836420399,0.1906568045828605,-1.0","-0.06301515924349677,0.44629443292921844,0.43549282839157066","0.35978173682339754,0.41977397962065344,-1.0","0.29323185337982705,0.4365272844863326,-1.0",84,227,133,139,"-0.06301515924349677,0.44629443292921844,0.43549282839157066",227,69
129,Prioritise2,3,circle,triangle,square,cross,"-0.15601024525342333,0.4900377710624384,0.08414494382818494","1.0,0.0885108071490186,-1.0","-0.15425303278284086,0.49074605836511664,0.06966808771232391","1.0,-0.2352776592018201,-0.4968859262116322",199,69,198,23,"1.0,-0.2352776592018201,-0.4968859262116322",23,214
130,Prioritise2,3,square,cross,circle,triangle,"1.0,-0.18262560807777894,-0.6564771422547051","0.18599750731146814,0.3752337008299145,0.6114718629309206","1.0,-0.09100024043058197,-1.0","1.0,-0.24425036060701033,0.08619108045783674",32,249,45,344,"1.0,-0.24425036060701033,0.08619108045783674",344,358
131,Prioritise2,3,square,triangle,circle,cross,"-0.017538974095646753,0.43320838581829424,0.48452289736445553","0.7428418032534498,0.17196979648312705,0.6434837115546581","-0.10587186235375057,0.4950046804635242,-0.12755688133261178","0.7954699681646173,0.26233143705175754,-1.0",232,286,185,96,"0.7954699681646173,0.26233143705175754,-1.0",96,302
132,Prioritise1,0,square,triangle,cross,circle,"0.7954699681646173,0.26233143705175754,-1.0","0.4819850074232215,0.2784837623913883,0.6721002952002628","1.0,-0.283482916447115,-0.29186272671519153","0.6364477477613335,0.21838082541010184,0.6641383826852352",96,269,10,279,"0.7954699681646173,0.26233143705175754,-1.0",96,337
133,Prioritise2,3,cross,circle,square,triangle,"-0.10043403746491275,0.49495767021285575,-0.14337977127983403","1.0,-0.23930972970484676,0.09987881270213972","1.0,0.06672643376273091,-1.0","0.43579397082986615,0.29501209376045523,0.6694809165992386",184,343,66,266,"0.43579397082986615,0.29501209376045523,0.6694809165992386",266,16
134,Prioritise1,1,triangle,cross,square,circle,"1.0,-0.2117453636986133,0.16700499532847024","1.0,-0.2784883645829067,-0.04031082501765193","0.3937919637711429,0.41052389502637143,-1.0","-0.11280811015512238,0.4617870748317987,0.35899735609320693",338,353,130,220,"1.0,-0.2784883645829067,-0.04031082501765193",353,103
135,Prioritise3,1,cross,circle,triangle,square,"0.5128942075651803,0.26707393527284795,0.6725600501236935","1.0,-0.03828278687151976,-1.0","-0.15218698220497417,0.491399065672369,0.0550849709310266","1.0,-0.24898244687401672,0.0724226931177736",271,52,197,345,"1.0,-0.03828278687151976,-1.0",52,28
136,Prioritise2,0,square,cross,triangle,circle,"1.0,-0.11314379054822865,-0.9277147292103822","1.0,-0.18672585607811276,0.21894575397790916","-0.15325530146069954,0.47850880592239364,0.23567289266690317","1.0,-0.28849207683894174,-0.11276294357485506",42,334,210,358,"1.0,-0.11314379054822865,-0.9277147292103822",42,38
137,Prioritise4,0,triangle,cross,square,circle,"0.6517915958318632,0.21196052870658733,0.661939301509457","-0.14715582087117385,0.4925402828135286,0.025608434090147236","1.0,0.11693500061052231,-1.0","-0.03545149328753128,0.4915787209123279,-0.3069086161051545",280,195,73,174,"0.6517915958318632,0.21196052870658733,0.661939301509457",280,322
138,Prioritise2,0,square,triangle,circle,cross,"1.0,-0.15960027999342463,0.2690977661520819","0.09948789533259128,0.47503830359136323,-0.601955130836429","0.35978173682339754,0.41977397962065344,-1.0","0.23950483221035568,0.4487573681220651,-1.0",330,158,133,144,"1.0,-0.15960027999342463,0.2690977661520819",330,351
139,Prioritise1,3,square,triangle,cross,circle,"-0.15691856372514257,0.4811251279442219,0.20925454252068332","1.0,-0.023115205136178596,-1.0","1.0,0.10281785561567158,-1.0","1.0,-0.27293323902243416,-0.35332683897484074",208,54,71,14,"1.0,-0.27293323902243416,-0.35332683897484074",14,205
140,NoPrioritise,0,square,cross,triangle,circle,"0.13253781604398185,0.3908200528647623,0.5874938236427092","1.0,-0.24513616553833184,-0.4641238358039159","1.0,-0.2905255226561695,-0.14211314919909668","1.0,0.1377261376429495,-1.0",245,21,0,76,"0.13253781604398185,0.3908200528647623,0.5874938236427092",245,337
141,NoPrioritise,3,triangle,circle,cross,square,"0.058211064666331636,0.41192535001918484,0.5445760826660213","1.0,-0.24898244687401672,0.0724226931177736","0.697563521415238,0.19227379976898162,0.6538323072937366","0.4981526525436166,0.3791643150394166,-1.0",239,345,283,121,"0.4981526525436166,0.3791643150394166,-1.0",121,252
142,Prioritise2,3,circle,triangle,square,cross,"0.25011230249462657,0.4464347244570299,-1.0","0.7278119810668549,0.17880451220180715,0.6471802765379799","1.0,0.06672643376273091,-1.0","0.058211064666331636,0.41192535001918484,0.5445760826660213",143,285,66,239,"0.058211064666331636,0.41192535001918484,0.5445760826660213",239,61
143,Prioritise4,0,square,circle,cross,triangle,"0.4981526525436166,0.3791643150394166,-1.0","1.0,-0.21911833444213913,-0.5474132739956148","0.7718332302050808,0.2733134055615505,-1.0","0.03525654226328623,0.4183671124064994,0.5284836519992187",121,26,98,237,"0.4981526525436166,0.3791643150394166,-1.0",121,47
144,Prioritise2,0,cross,square,triangle,circle,"1.0,-0.24513616553833184,-0.4641238358039159","1.0,-0.1801231371030828,0.23165973332613699","1.0,-0.176090722701999,-0.6762956704638035","1.0,-0.29113614091237483,-0.20140827106110581",21,333,33,4,"1.0,-0.24513616553833184,-0.4641238358039159",21,39
145,Prioritise4,0,circle,square,triangle,cross,"1.0,-0.2885749142137033,-0.24639910949319843","1.0,-0.04666697700988032,0.4375655321668761","1.0,-0.2133971103908915,-0.5647212078646006","1.0,0.016090771115826907,0.5120159997035829",7,315,27,307,"1.0,-0.2885749142137033,-0.24639910949319843",7,296
146,NoPrioritise,0,cross,triangle,circle,square,"0.03656203285471027,0.4839890544285097,-0.46499532916065","0.2823521228309567,0.4390974279014652,-1.0","0.8458569493622168,0.12238552790175761,0.6108291411981881","1.0,-0.19319706407583936,0.20612000948251996",165,140,293,335,"0.03656203285471027,0.4839890544285097,-0.46499532916065",165,6
147,Prioritise4,1,square,triangle,circle,cross,"-0.11109230792064029,0.494998675286374,-0.11182488810932678","1.0,0.016090771115826907,0.5120159997035829","1.0,0.04460337025072447,-1.0","0.9454860823634645,0.18425356693025585,-1.0",186,307,63,83,"1.0,0.016090771115826907,0.5120159997035829",307,216
148,Prioritise2,0,triangle,square,cross,circle,"0.024156992038590452,0.42147876676365525,0.5201127943356356","0.7578023835242338,0.165070026077772,0.63954193062201","0.013319861281873457,0.4245182348375207,0.5115287599103473","0.7599790593392,0.278698430329378,-1.0",236,287,235,99,"0.024156992038590452,0.42147876676365525,0.5201127943356356",236,300
149,NoPrioritise,0,triangle,square,circle,cross,"1.0,-0.19533700364355222,-0.6185256211936343","0.8885895249151152,0.10029123080933622,0.593298310174416","-0.15857178695416452,0.48845422840718666,0.1127707600476957","1.0,-0.1159761024614836,0.3405028198215041",30,296,201,324,"1.0,-0.19533700364355222,-0.6185256211936343",30,254
150,NoPrioritise,1,triangle,square,cross,circle,"0.7004475934634664,0.30455679594870433,-1.0","1.0,-0.2117453636986133,0.16700499532847024","0.011345098196205106,0.4870029319956142,-0.41073039696963864","0.14752787305018233,0.4669625621869047,-0.7174796825499677",104,338,168,153,"1.0,-0.2117453636986133,0.16700499532847024",338,196
151,Prioritise2,1,circle,square,triangle,cross,"-0.15601024525342333,0.4900377710624384,0.08414494382818494","-0.04985376064386149,0.4926777683571715,-0.2733707743273047","-0.15087465470231598,0.47711162872615454,0.24867635980838454","0.697563521415238,0.19227379976898162,0.6538323072937366",199,176,211,283,"-0.04985376064386149,0.4926777683571715,-0.2733707743273047",176,299
152,Prioritise3,2,square,circle,cross,triangle,"1.0,-0.03882752461224859,0.44751763152896373","1.0,-0.24425036060701033,0.08619108045783674","0.4282253351913974,0.40067838587068505,-1.0","1.0,0.016090771115826907,0.5120159997035829",314,344,127,307,"0.4282253351913974,0.40067838587068505,-1.0",127,10
153,Prioritise4,3,triangle,square,circle,cross,"0.41670369996421397,0.40402696808005323,-1.0","0.32969209843730707,0.3308126345090221,0.6543985772501693","1.0,-0.045861603138592666,-1.0","-0.14715582087117385,0.4925402828135286,0.025608434090147236",128,259,51,195,"-0.14715582087117385,0.4925402828135286,0.025608434090147236",195,81
154,Prioritise4,2,square,circle,triangle,cross,"0.7836643519746782,0.2678576623980824,-1.0","-0.07020697204541848,0.49392917223661503,-0.22388609625324785","0.6287517000804042,0.333230015934751,-1.0","1.0,0.01469043779870538,-1.0",97,179,110,59,"0.6287517000804042,0.333230015934751,-1.0",110,350
155,Prioritise3,3,circle,square,cross,triangle,"1.0,-0.28704790815198966,-0.09816451385922986","0.5593128013847881,0.24938009178326226,0.6713213889936891","0.2419946445565604,0.35840841428502257,0.6316066564714324","-0.03665861455697994,0.4386499069954206,0.4655003413302212",357,274,253,230,"-0.03665861455697994,0.4386499069954206,0.4655003413302212",230,315
156,Prioritise1,2,circle,square,triangle,cross,"1.0,-0.20752138035248524,-0.5823144238115788","-0.10032491436032498,0.45768874039972984,0.3817396096664756","1.0,-0.15960027999342463,0.2690977661520819","0.3262451978832188,0.42843842117143094,-1.0",28,222,330,136,"1.0,-0.15960027999342463,0.2690977661520819",330,109
157,Prioritise1,1,cross,triangle,circle,square,"0.9709143462906737,0.05487098646765176,0.5521665648538059","1.0,0.04460337025072447,-1.0","1.0,-0.16655302622891022,0.25673909055504174","1.0,-0.16269839246793216,-0.7181852224820324",302,63,331,35,"1.0,0.04460337025072447,-1.0",63,33
158,Prioritise1,2,triangle,square,cross,circle,"0.5902286499321849,0.2372037618456999,0.6692134526599127","1.0,-0.09842467873037941,-1.0","0.5128942075651803,0.26707393527284795,0.6725600501236935","0.09948789533259128,0.47503830359136323,-0.601955130836429",276,44,271,158,"0.5128942075651803,0.26707393527284795,0.6725600501236935",271,275
159,Prioritise3,0,triangle,circle,cross,square,"0.40522526965537775,0.4073086888830977,-1.0","0.9342399836420399,0.1906568045828605,-1.0","-0.007535811164553707,0.4303825516742039,0.4937312314227156","1.0,0.08129056571751603,-1.0",129,84,233,68,"0.40522526965537775,0.4073086888830977,-1.0",129,54
160,Prioritise3,1,circle,triangle,cross,square,"-0.1160886962144162,0.49493957268076216,-0.09618366371381681","1.0,-0.10086551076024819,0.3631766774585774","1.0,-0.15960027999342463,0.2690977661520819","0.854028730639278,0.2336538600688729,-1.0",187,322,330,91,"1.0,-0.10086551076024819,0.3631766774585774",322,261
161,Prioritise3,2,triangle,circle,square,cross,"1.0,-0.24976805918886447,-0.4479639557291707","0.4204673865307198,0.3003640950728248,0.6680936776579738","1.0,-0.11314379054822865,-0.9277147292103822","0.5902286499321849,0.2372037618456999,0.6692134526599127",20,265,42,276,"1.0,-0.11314379054822865,-0.9277147292103822",42,314
162,Prioritise1,0,square,cross,triangle,circle,"0.6364477477613335,0.21838082541010184,0.6641383826852352","0.25011230249462657,0.4464347244570299,-1.0","0.058211064666331636,0.41192535001918484,0.5445760826660213","0.9001622899209403,0.20948101299508481,-1.0",279,143,239,87,"0.6364477477613335,0.21838082541010184,0.6641383826852352",279,281
163,Prioritise4,3,square,triangle,cross,circle,"0.2607905457923898,0.44405077031286466,-1.0","-0.03545149328753128,0.4915787209123279,-0.3069086161051545","0.024156992038590452,0.42147876676365525,0.5201127943356356","0.7004475934634664,0.30455679594870433,-1.0",142,174,236,104,"0.7004475934634664,0.30455679594870433,-1.0",104,288
164,Prioritise3,1,square,triangle,circle,cross,"1.0,-0.10580765013847959,-0.9756165541078137","1.0,-0.015534070910116049,-1.0","-0.017538974095646753,0.43320838581829424,0.48452289736445553","0.35968141037855483,0.3209804608831912,0.6599831247203418",43,55,232,261,"1.0,-0.015534070910116049,-1.0",55,306
165,NoPrioritise,2,triangle,circle,square,cross,"0.04521328814621106,0.4828757040428189,-0.4835461552047625","0.8423878648894922,0.2395276862660105,-1.0","0.9342399836420399,0.1906568045828605,-1.0","0.9303101871846857,0.07776559495072588,0.5737236459068971",164,92,84,299,"0.9342399836420399,0.1906568045828605,-1.0",84,227
166,Prioritise4,2,triangle,square,circle,cross,"0.0809641014742315,0.4778728517952051,-0.560834903418019","1.0,0.023895135487088437,0.520455959599228","1.0,0.016090771115826907,0.5120159997035829","1.0,-0.2905679542092485,-0.21635494529981825",160,306,307,5,"1.0,0.016090771115826907,0.5120159997035829",307,289
167,Prioritise1,2,circle,square,triangle,cross,"0.911575527904773,0.20327130372654878,-1.0","-0.06301515924349677,0.44629443292921844,0.43549282839157066","1.0,-0.030699357614306977,-1.0","0.10691635848548953,0.39815526341168916,0.5740986907036785",86,227,53,243,"1.0,-0.030699357614306977,-1.0",53,290
168,Prioritise4,2,cross,circle,triangle,square,"0.046610568850004475,0.4151827959781793,0.5366388806382334","0.8886984490493344,0.21562474761751438,-1.0","0.5593128013847881,0.24938009178326226,0.6713213889936891","0.8423878648894922,0.2395276862660105,-1.0",238,88,274,92,"0.5593128013847881,0.24938009178326226,0.6713213889936891",274,211
169,NoPrioritise,1,cross,square,circle,triangle,"1.0,0.04460337025072447,-1.0","0.09017416231209929,0.4764835565228893,-0.581140049938324","0.5593128013847881,0.24938009178326226,0.6713213889936891","0.011345098196205106,0.4870029319956142,-0.41073039696963864",63,159,274,168,"0.09017416231209929,0.4764835565228893,-0.581140049938324",159,261
170,NoPrioritise,0,circle,square,triangle,cross,"0.7874973343482179,0.15108074255601633,0.6309286527694675","-0.15325530146069954,0.47850880592239364,0.23567289266690317","1.0,-0.24030349193845646,-0.4804258498410512","0.38240568475417525,0.4136729392938614,-1.0",289,210,22,131,"0.7874973343482179,0.15108074255601633,0.6309286527694675",289,34
171,Prioritise1,3,square,cross,triangle,circle,"0.6885060196604067,0.3095143481419429,-1.0","1.0,-0.1558548551326704,-0.7405909184559469","0.6048714455845987,0.34221696469187823,-1.0","0.23950483221035568,0.4487573681220651,-1.0",105,36,112,144,"0.23950483221035568,0.4487573681220651,-1.0",144,158
172,Prioritise3,2,triangle,circle,square,cross,"-0.06359610428535867,0.4935649245563736,-0.24027710533734647","-0.017538974095646753,0.43320838581829424,0.48452289736445553","-0.07020697204541848,0.49392917223661503,-0.22388609625324785","-0.004817967995419115,0.4887422579776717,-0.37551595656205394",178,232,179,170,"-0.07020697204541848,0.49392917223661503,-0.22388609625324785",179,125
