n_trial,condition,tested_position,shape_0,shape_1,shape_2,shape_3,color_0,color_1,color_2,color_3,color_angle_0,color_angle_1,color_angle_2,color_angle_3,correct_response,correct_response_angle,wheel_rotation
86,Prioritise3,2,circle,square,cross,triangle,"0.32969209843730707,0.3308126345090221,0.6543985772501693","1.0,-0.23006636068103248,-0.5135224369802548","1.0,-0.06852917744512788,-1.0","0.9303101871846857,0.07776559495072588,0.5737236459068971",259,24,48,299,"1.0,-0.06852917744512788,-1.0",48,256
87,Prioritise2,0,cross,circle,triangle,square,"0.6670955436242052,0.20546863097446266,0.6594879335101997","1.0,-0.27567226916307197,-0.025990342729996674","1.0,-0.09842467873037941,-1.0","0.2607905457923898,0.44405077031286466,-1.0",281,352,44,142,"0.6670955436242052,0.20546863097446266,0.6594879335101997",281,55
88,Prioritise2,2,cross,triangle,circle,square,"1.0,-0.2352776592018201,-0.4968859262116322","0.8423878648894922,0.2395276862660105,-1.0","1.0,-0.24425036060701033,0.08619108045783674","0.02803139784776887,0.4850479085911541,-0.44669070010662637",23,92,344,166,"1.0,-0.24425036060701033,0.08619108045783674",344,297
89,Prioritise4,3,cross,square,triangle,circle,"0.9001622899209403,0.20948101299508481,-1.0","0.5747774279545166,0.24332959852807035,0.670395358395977","0.28235212283095645,0.4390974279014652,-1.0","0.557247182986663,0.35934004439537626,-1.0",87,275,140,116,"0.557247182986663,0.35934004439537626,-1.0",116,139
90,Prioritise4,2,circle,triangle,square,cross,"1.0,-0.176090722701999,-0.6762956704638035","1.0,-0.007959551777363516,-1.0","0.3148218664135791,0.3356097028178475,0.6512264970146455","0.28235212283095645,0.4390974279014652,-1.0",33,56,258,140,"0.3148218664135791,0.3356097028178475,0.6512264970146455",258,125
91,NoPrioritise,3,circle,cross,square,triangle,"-0.09355100115627091,0.45554214766479406,0.3928507547204487","1.0,-0.2914084206358549,-0.1716625835351976","0.854028730639278,0.2336538600688729,-1.0","-0.004817967995419115,0.4887422579776717,-0.37551595656205394",223,2,91,170,"-0.004817967995419115,0.4887422579776717,-0.37551595656205394",170,254
92,Prioritise4,2,triangle,circle,square,cross,"-0.10674528321075638,0.4597702151299572,0.3704541436797111","1.0,-0.27567226916307197,-0.025990342729996674","0.4665589352747248,0.2840716923699367,0.6714844115718321","1.0,-0.12344048141961106,0.3289459564990056",221,352,268,325,"0.4665589352747248,0.2840716923699367,0.6714844115718321",268,41
93,NoPrioritise,2,cross,triangle,circle,square,"-0.06301515924349677,0.44629443292921844,0.43549282839157066","0.3000437839717358,0.34032750492681907,0.6478023910819077","0.5217173616076898,0.3714436344565344,-1.0","0.2081252941518954,0.4553611512282272,-0.9356957589344492",227,257,119,147,"0.5217173616076898,0.3714436344565344,-1.0",119,262
94,Prioritise3,1,circle,triangle,square,cross,"0.7127176267031001,0.18557291042394586,0.6506302425082333","0.1456375685133382,0.387038501124352,0.5938426811268567","-0.12085421394465079,0.49482727509491764,-0.08063336981743141","0.02803139784776887,0.4850479085911541,-0.44669070010662637",284,246,188,166,"0.1456375685133382,0.387038501124352,0.5938426811268567",246,23
95,Prioritise4,3,cross,square,circle,triangle,"-0.045760705841983884,0.4412666063320212,0.45569155140365925","0.6526534052453359,0.32395804637990677,-1.0","0.4511598862406947,0.28958122135142217,0.6706112376461497","1.0,-0.21761393967782516,0.1537648375256555",229,108,267,339,"1.0,-0.21761393967782516,0.1537648375256555",339,282
96,Prioritise4,2,circle,square,cross,triangle,"-0.1160886962144162,0.49493957268076216,-0.09618366371381681","1.0,-0.0855518419522695,0.38524161028667625","-0.15325530146069954,0.47850880592239364,0.23567289266690317","0.5335383805596645,0.36747902832868284,-1.0",187,320,210,118,"-0.15325530146069954,0.47850880592239364,0.23567289266690317",210,300
97,Prioritise2,0,triangle,square,cross,circle,"1.0,-0.15254529173699993,0.2813312795320311","-0.07115460775268467,0.4487065849390661,0.42510855757080535","1.0,-0.29113614091237483,-0.20140827106110581","0.5438403016684124,0.25535465854340766,0.6719910833849003",329,226,4,273,"1.0,-0.15254529173699993,0.2813312795320311",329,83
98,Prioritise1,3,circle,square,triangle,cross,"-0.09355100115627091,0.45554214766479406,0.3928507547204487","0.6210691465439071,0.22472865664823272,0.6660842894513506","1.0,0.029697581538389972,-1.0","1.0,-0.1801231371030828,0.23165973332613699",223,278,61,333,"1.0,-0.1801231371030828,0.23165973332613699",333,19
99,Prioritise1,2,square,cross,circle,triangle,"0.21370971933434912,0.36697709911931464,0.6220261074603506","0.2081252941518954,0.4553611512282272,-0.9356957589344492","1.0,-0.14190666083918357,-0.7896703829265752","1.0,0.06672643376273091,-1.0",251,147,38,66,"1.0,-0.14190666083918357,-0.7896703829265752",38,39
100,Prioritise1,2,circle,square,triangle,cross,"1.0,0.1377261376429495,-1.0","0.7362113369355152,0.2892555466706437,-1.0","0.09017416231209929,0.4764835565228893,-0.581140049938324","1.0,-0.28704790815198966,-0.09816451385922986",76,101,159,357,"0.09017416231209929,0.4764835565228893,-0.581140049938324",159,255
101,NoPrioritise,0,triangle,circle,square,cross,"1.0,0.0520116041796701,-1.0","1.0,0.008268781307839035,0.5033766660072689","0.9342399836420399,0.1906568045828605,-1.0","0.35978173682339754,0.41977397962065344,-1.0",64,308,84,133,"1.0,0.0520116041796701,-1.0",64,221
102,Prioritise4,1,square,circle,cross,triangle,"0.9709143462906737,0.05487098646765176,0.5521665648538059","-0.04985376064386149,0.4926777683571715,-0.2733707743273047","0.5747774279545166,0.24332959852807035,0.670395358395977","0.38240568475417525,0.4136729392938614,-1.0",302,176,275,131,"-0.04985376064386149,0.4926777683571715,-0.2733707743273047",176,296
103,NoPrioritise,1,cross,square,circle,triangle,"1.0,-0.176090722701999,-0.6762956704638035","1.0,-0.030699357614306977,-1.0","1.0,0.13084904670314157,-1.0","-0.14500574250124976,0.47413711311303364,0.2742570559677715",33,53,75,213,"1.0,-0.030699357614306977,-1.0",53,268
104,Prioritise2,1,cross,square,circle,triangle,"1.0,-0.015534070910116049,-1.0","0.9165223056430671,0.08531838961047389,0.5804719469242157","0.8771865507724368,0.22170185938115816,-1.0","-0.1334211421392112,0.46921826779504494,0.31151742599586085",55,298,89,216,"0.9165223056430671,0.08531838961047389,0.5804719469242157",298,289
105,Prioritise1,3,cross,triangle,circle,square,"0.9229356114863154,0.19699631777014193,-1.0","1.0,-0.28715474606071,-0.26149890951485844","-0.11109230792064029,0.494998675286374,-0.11182488810932678","-0.06301515924349677,0.44629443292921844,0.43549282839157066",85,8,186,227,"-0.06301515924349677,0.44629443292921844,0.43549282839157066",227,337
106,Prioritise2,1,circle,triangle,square,cross,"1.0,-0.14190666083918357,-0.7896703829265752","0.6168077568629242,0.33775906377670717,-1.0","1.0,-0.29111130123666484,-0.15686324257888173","1.0,-0.10086551076024819,0.3631766774585774",38,111,1,322,"0.6168077568629242,0.33775906377670717,-1.0",111,238
107,Prioritise1,3,triangle,square,circle,cross,"1.0,-0.2352776592018201,-0.4968859262116322","0.5128942075651803,0.26707393527284795,0.6725600501236935","1.0,0.0885108071490186,-1.0","1.0,0.008268781307839035,0.5033766660072689",23,271,69,308,"1.0,0.008268781307839035,0.5033766660072689",308,297
108,Prioritise4,2,cross,square,circle,triangle,"0.3446475566939091,0.32593623267112437,0.6573177271493604","0.18759316868675757,0.45946387343509576,-0.8398972692549822","-0.09478536258948067,0.49485771099788134,-0.15929400236046964","0.6765582342033039,0.31440040312493167,-1.0",260,149,183,106,"-0.09478536258948067,0.49485771099788134,-0.15929400236046964",183,252
109,NoPrioritise,3,circle,cross,square,triangle,"-0.045760705841983884,0.4412666063320212,0.45569155140365925","-0.12085421394465079,0.49482727509491764,-0.08063336981743141","1.0,-0.007413941176475647,0.4855113905503705","0.5810306884554026,0.3509198779468534,-1.0",229,188,310,114,"0.5810306884554026,0.3509198779468534,-1.0",114,339
110,Prioritise4,2,cross,triangle,circle,square,"0.29323185337982705,0.4365272844863326,-1.0","0.3446475566939091,0.32593623267112437,0.6573177271493604","-0.10032491436032498,0.45768874039972984,0.3817396096664756","1.0,-0.13815640460244194,0.305409278040333",139,260,222,327,"-0.10032491436032498,0.45768874039972984,0.3817396096664756",222,95
111,Prioritise3,0,cross,triangle,square,circle,"0.4397882380638529,0.39726260220805054,-1.0","1.0,-0.02312336799965975,0.4668836380243213","0.21370971933434912,0.36697709911931464,0.6220261074603506","-0.14981892062729885,0.491997057231198,0.04039774195876733",126,312,251,196,"0.4397882380638529,0.39726260220805054,-1.0",126,46
112,Prioritise3,0,cross,circle,square,triangle,"-0.11109230792064029,0.494998675286374,-0.11182488810932678","0.29323185337982705,0.4365272844863326,-1.0","0.9898363577373541,0.15802139914365565,-1.0","-0.15325530146069954,0.47850880592239364,0.23567289266690317",186,139,79,210,"-0.11109230792064029,0.494998675286374,-0.11182488810932678",186,227
113,Prioritise4,3,square,circle,triangle,cross,"0.9026141269879491,0.09282770385166228,0.5869975937203944","0.04521328814621106,0.4828757040428189,-0.4835461552047625","0.03525654226328623,0.4183671124064994,0.5284836519992187","1.0,-0.14190666083918357,-0.7896703829265752",297,164,237,38,"1.0,-0.14190666083918357,-0.7896703829265752",38,199
114,NoPrioritise,2,cross,square,triangle,circle,"1.0,-0.26238457869240295,-0.4002073564444957","0.6364477477613335,0.21838082541010184,0.6641383826852352","1.0,-0.27567226916307197,-0.025990342729996674","0.15891936573799903,0.3831804895186659,0.5999565135488085",17,279,352,247,"1.0,-0.27567226916307197,-0.025990342729996674",352,238
115,Prioritise1,1,cross,square,triangle,circle,"1.0,-0.24898244687401672,0.0724226931177736","-0.14981892062729885,0.491997057231198,0.04039774195876733","1.0,-0.11314379054822865,-0.9277147292103822","0.7278119810668549,0.17880451220180715,0.6471802765379799",345,196,42,285,"-0.14981892062729885,0.491997057231198,0.04039774195876733",196,332
116,Prioritise3,3,circle,triangle,cross,square,"0.7123805921607476,0.2995277721370815,-1.0","1.0,-0.2905255226561695,-0.14211314919909668","1.0,0.01469043779870538,-1.0","-0.14097292288545527,0.4934633616179327,-0.004268922352566595",103,0,59,193,"-0.14097292288545527,0.4934633616179327,-0.004268922352566595",193,252
117,Prioritise2,3,square,circle,triangle,cross,"1.0,0.00043266500642058503,0.4945408245860483","0.7726890832158932,0.15810653737494773,0.6353563968956581","-0.13746749759655974,0.49384364036211803,-0.01935357496354817","1.0,-0.20752138035248524,-0.5823144238115788",309,288,192,28,"1.0,-0.20752138035248524,-0.5823144238115788",28,54
118,Prioritise3,1,square,cross,circle,triangle,"1.0,0.10990102188412854,-1.0","-0.0889322071979689,0.49470485377678974,-0.17530036558846096","1.0,-0.24976805918886447,-0.4479639557291707","1.0,-0.27567226916307197,-0.025990342729996674",72,182,20,352,"-0.0889322071979689,0.49470485377678974,-0.17530036558846096",182,5
119,Prioritise2,1,circle,triangle,square,cross,"1.0,0.05938674364207741,-1.0","-0.15857178695416452,0.48845422840718666,0.1127707600476957","0.38995744222104256,0.31083082350540914,0.6645497918058341","0.7243026375027783,0.2944273290124073,-1.0",65,201,263,102,"-0.15857178695416452,0.48845422840718666,0.1127707600476957",201,233
120,NoPrioritise,1,circle,square,triangle,cross,"0.9342399836420399,0.1906568045828605,-1.0","1.0,-0.11314379054822865,-0.9277147292103822","-0.08288077159008311,0.49449913405181634,-0.1914000323192474","1.0,-0.2810383691272422,-0.05469022987079308",84,42,181,354,"1.0,-0.11314379054822865,-0.9277147292103822",42,315
121,Prioritise1,2,cross,circle,square,triangle,"0.18759316868675757,0.45946387343509576,-0.8398972692549822","0.9303101871846857,0.07776559495072588,0.5737236459068971","1.0,-0.23006636068103248,-0.5135224369802548","0.10691635848548953,0.39815526341168916,0.5740986907036785",149,299,24,243,"1.0,-0.23006636068103248,-0.5135224369802548",24,237
122,Prioritise1,0,cross,square,triangle,circle,"1.0,-0.04666697700988032,0.4375655321668761","0.9454860823634645,0.18425356693025585,-1.0","0.21850949126575658,0.4532202130288874,-0.9933869065076532","1.0,0.022205290041545256,-1.0",315,83,146,60,"1.0,-0.04666697700988032,0.4375655321668761",315,104
123,Prioritise3,0,square,triangle,circle,cross,"0.8189948021797893,0.2510686603392729,-1.0","-0.03665861455697994,0.4386499069954206,0.4655003413302212","1.0,-0.2133971103908915,-0.5647212078646006","-0.1598212484830719,0.4866460428277808,0.1409432704458322",94,230,27,203,"0.8189948021797893,0.2510686603392729,-1.0",94,54
124,Prioritise1,2,circle,triangle,square,cross,"0.557247182986663,0.35934004439537626,-1.0","1.0,-0.03882752461224859,0.44751763152896373","1.0,-0.25349859092244853,0.058576446168723484","0.9001622899209403,0.20948101299508481,-1.0",116,314,346,87,"1.0,-0.25349859092244853,0.058576446168723484",346,241
125,Prioritise3,3,triangle,square,circle,cross,"1.0,-0.15960027999342463,0.2690977661520819","-0.137653653553384,0.47091943313012696,0.2992494234533911","0.3000437839717358,0.34032750492681907,0.6478023910819077","0.7954699681646173,0.26233143705175754,-1.0",330,215,257,96,"0.7954699681646173,0.26233143705175754,-1.0",96,55
126,Prioritise3,0,square,circle,triangle,cross,"0.3148218664135791,0.3356097028178475,0.6512264970146455","1.0,-0.09842467873037941,-1.0","1.0,-0.007413941176475647,0.4855113905503705","0.8189948021797893,0.2510686603392729,-1.0",258,44,310,94,"0.3148218664135791,0.3356097028178475,0.6512264970146455",258,162
127,NoPrioritise,1,cross,triangle,square,circle,"1.0,0.023895135487088437,0.520455959599228","0.37478692104604905,0.3159453148278393,0.6623940312376342","0.6765582342033039,0.31440040312493167,-1.0","1.0,-0.08353952619481586,-1.0",306,262,106,46,"0.37478692104604905,0.3159453148278393,0.6623940312376342",262,202
128,Prioritise4,2,circle,cross,triangle,square,"1.0,-0.18672585607811187,0.21894575397790916","-0.028015013033697245,0.49094955428922593,-0.32385780920023366","1.0,-0.28331765203541326,-0.06912673399707303","0.45139045294854396,0.393779284417197,-1.0",334,173,355,125,"1.0,-0.28331765203541326,-0.06912673399707303",355,249
129,Prioritise4,1,square,cross,triangle,circle,"0.7362113369355152,0.2892555466706437,-1.0","1.0,0.03716450464441401,-1.0","-0.10043403746491275,0.49495767021285575,-0.14337977127983403","0.4051864188365102,0.30563705046778256,0.6664498358678796",101,62,184,264,"1.0,0.03716450464441401,-1.0",62,328
130,Prioritise4,2,circle,cross,triangle,square,"-0.15971287347422924,0.4846106035432911,0.16864202556096686","1.0,-0.29111130123666484,-0.15686324257888173","0.5438403016684124,0.25535465854340766,0.6719910833849003","0.4981526525436166,0.3791643150394166,-1.0",205,1,273,121,"0.5438403016684124,0.25535465854340766,0.6719910833849003",273,267
131,NoPrioritise,2,circle,square,cross,triangle,"1.0,-0.10086551076024819,0.3631766774585774","0.013319861281873457,0.4245182348375207,0.5115287599103473","1.0,-0.06852917744512788,-1.0","-0.03545149328753128,0.4915787209123279,-0.3069086161051545",322,235,48,174,"1.0,-0.06852917744512788,-1.0",48,153
132,Prioritise1,3,triangle,cross,square,circle,"0.4981526525436166,0.3791643150394166,-1.0","1.0,-0.2288330890480459,0.12700076968242469","0.7954699681646173,0.26233143705175754,-1.0","0.10890282843090082,0.4735368131811257,-0.6233623294930688",121,341,96,157,"0.10890282843090082,0.4735368131811257,-0.6233623294930688",157,68
133,NoPrioritise,1,cross,square,triangle,circle,"1.0,-0.12344048141961106,0.3289459564990056","0.854028730639278,0.2336538600688729,-1.0","1.0,-0.08353952619481586,-1.0","1.0,-0.2692625012388049,0.0024658652101630096",325,91,46,350,"0.854028730639278,0.2336538600688729,-1.0",91,339
134,Prioritise2,0,cross,triangle,square,circle,"1.0,0.00043266500642058503,0.4945408245860483","1.0,0.022205290041545256,-1.0","1.0,-0.20752138035248524,-0.5823144238115788","1.0,-0.19952917352700617,0.19318579588388318",309,60,28,336,"1.0,0.00043266500642058503,0.4945408245860483",309,195
135,Prioritise1,3,cross,square,circle,triangle,"0.09017416231209929,0.4764835565228893,-0.581140049938324","1.0,-0.223312447401106,0.14042906010430367","0.18599750731146814,0.3752337008299145,0.6114718629309206","0.29323185337982705,0.4365272844863326,-1.0",159,340,249,139,"0.29323185337982705,0.4365272844863326,-1.0",139,186
136,Prioritise4,3,circle,triangle,square,cross,"0.4630300053623657,0.39022810787803497,-1.0","0.43579397082986615,0.29501209376045523,0.6694809165992386","1.0,-0.18904346603826983,-0.637249894721835","0.2081252941518954,0.4553611512282272,-0.9356957589344492",124,266,31,147,"0.2081252941518954,0.4553611512282272,-0.9356957589344492",147,99
137,Prioritise2,0,circle,square,cross,triangle,"0.7243026375027783,0.2944273290124073,-1.0","1.0,-0.29111130123666484,-0.15686324257888173","-0.1442047673080774,0.4930289775224417,0.010718955352132964","0.5438403016684124,0.25535465854340766,0.6719910833849003",102,1,194,273,"0.7243026375027783,0.2944273290124073,-1.0",102,171
138,Prioritise1,3,square,cross,triangle,circle,"0.3446475566939091,0.32593623267112437,0.6573177271493604","0.8458569493622168,0.12238552790175761,0.6108291411981881","-0.15087465470231598,0.47711162872615454,0.24867635980838454","1.0,-0.09100024043058197,-1.0",260,293,211,45,"1.0,-0.09100024043058197,-1.0",45,121
139,Prioritise3,2,circle,cross,triangle,square,"0.984183681480933,0.0471694796759472,0.544551712303033","1.0,-0.16655302622891022,0.25673909055504174","0.6210691465439071,0.22472865664823272,0.6660842894513506","1.0,0.14454808295369936,-1.0",303,331,278,77,"0.6210691465439071,0.22472865664823272,0.6660842894513506",278,197
140,Prioritise3,1,cross,triangle,square,circle,"1.0,-0.2784883645829067,-0.04031082501765193","0.7726890832158932,0.15810653737494773,0.6353563968956581","0.7243026375027783,0.2944273290124073,-1.0","0.05398205218015839,0.48170764156945833,-0.5023703861935837",353,288,102,163,"0.7726890832158932,0.15810653737494773,0.6353563968956581",288,330
141,Prioritise3,0,circle,triangle,square,cross,"-0.15913672951032076,0.48350679120805196,0.18230705521727808","1.0,-0.28704790815198966,-0.09816451385922986","1.0,0.03716450464441401,-1.0","0.30417514509994215,0.43389432139899475,-1.0",206,357,62,138,"-0.15913672951032076,0.48350679120805196,0.18230705521727808",206,40
142,Prioritise3,3,circle,cross,triangle,square,"-0.09355100115627091,0.45554214766479406,0.3928507547204487","0.7127176267031001,0.18557291042394586,0.6506302425082333","0.7599790593392,0.278698430329378,-1.0","1.0,-0.19319706407583936,0.20612000948251996",223,284,99,335,"1.0,-0.19319706407583936,0.20612000948251996",335,249
143,Prioritise1,0,circle,square,triangle,cross,"0.6407010103455535,0.32862970770224886,-1.0","-0.08288077159008311,0.49449913405181634,-0.1914000323192474","1.0,-0.20149881210311282,-0.6002331830476271","0.18759316868675757,0.45946387343509576,-0.8398972692549822",109,181,29,149,"0.6407010103455535,0.32862970770224886,-1.0",109,105
144,Prioritise3,0,square,cross,circle,triangle,"0.5593128013847881,0.24938009178326226,0.6713213889936891","-0.09478536258948067,0.49485771099788134,-0.15929400236046964","0.509921421288337,0.37533864292099284,-1.0","1.0,-0.13481497066722903,-0.8172789642511413",274,183,120,39,"0.5593128013847881,0.24938009178326226,0.6713213889936891",274,237
145,Prioritise1,1,square,triangle,cross,circle,"0.2277843781848521,0.3627318956570289,0.6269388339435948","1.0,-0.27293323902243416,-0.35332683897484074","1.0,-0.07604755533137741,-1.0","0.18759316868675757,0.45946387343509576,-0.8398972692549822",252,14,47,149,"1.0,-0.27293323902243416,-0.35332683897484074",14,358
146,Prioritise2,3,circle,triangle,square,cross,"0.49743207809976986,0.2728177294164349,0.672458831583457","0.0809641014742315,0.4778728517952051,-0.560834903418019","1.0,-0.09100024043058197,-1.0","-0.15971287347422924,0.4846106035432911,0.16864202556096686",270,160,45,205,"-0.15971287347422924,0.4846106035432911,0.16864202556096686",205,60
147,Prioritise4,2,circle,triangle,square,cross,"-0.15218698220497417,0.491399065672369,0.0550849709310266","0.07004997715874661,0.40859431628906884,0.5522929170622126","0.7123805921607476,0.2995277721370815,-1.0","1.0,0.10990102188412854,-1.0",197,240,103,72,"0.7123805921607476,0.2995277721370815,-1.0",103,122
148,Prioritise4,1,square,triangle,cross,circle,"0.0809641014742315,0.4778728517952051,-0.560834903418019","-0.14500574250124976,0.47413711311303364,0.2742570559677715","1.0,-0.10580765013847959,-0.9756165541078137","0.35978173682339754,0.41977397962065344,-1.0",160,213,43,133,"-0.14500574250124976,0.47413711311303364,0.2742570559677715",213,152
149,Prioritise2,2,square,cross,circle,triangle,"1.0,0.09568719202827336,-1.0","0.1673887875274096,0.46333008938060627,-0.7729226224565875","0.8423878648894922,0.2395276862660105,-1.0","-0.07020697204541848,0.49392917223661503,-0.22388609625324785",70,151,92,179,"0.8423878648894922,0.2395276862660105,-1.0",92,198
150,NoPrioritise,3,triangle,cross,square,circle,"0.9575099088241161,0.0625393185362546,0.5595685159060846","-0.1442047673080774,0.4930289775224417,0.010718955352132964","1.0,0.11693500061052231,-1.0","0.4397882380638529,0.39726260220805054,-1.0",301,194,73,126,"0.4397882380638529,0.39726260220805054,-1.0",126,111
151,Prioritise1,2,triangle,circle,square,cross,"1.0,-0.25779156666188097,0.04465505589445962","-0.0789607698268403,0.4510515800167316,0.41453817725242015","0.8885895249151152,0.10029123080933622,0.593298310174416","1.0,0.08129056571751603,-1.0",347,225,296,68,"0.8885895249151152,0.10029123080933622,0.593298310174416",296,98
152,Prioritise4,0,triangle,circle,cross,square,"0.8885895249151152,0.10029123080933622,0.593298310174416","0.02803139784776887,0.4850479085911541,-0.44669070010662637","1.0,0.07402842417913646,-1.0","0.18599750731146814,0.3752337008299145,0.6114718629309206",296,166,67,249,"0.8885895249151152,0.10029123080933622,0.593298310174416",296,171
153,Prioritise2,3,cross,circle,triangle,square,"0.04661056885000425,0.4151827959781793,0.5366388806382338","-0.04985376064386149,0.4926777683571715,-0.2733707743273047","1.0,-0.24898244687401672,0.0724226931177736","1.0,0.11693500061052231,-1.0",238,176,345,73,"1.0,0.11693500061052231,-1.0",73,29
154,Prioritise1,1,square,triangle,cross,circle,"0.5593128013847881,0.24938009178326226,0.6713213889936891","1.0,-0.24030349193845646,-0.4804258498410512","-0.11850987372908683,0.4637398184337027,0.34737226103556385","0.5810306884554026,0.3509198779468534,-1.0",274,22,219,114,"1.0,-0.24030349193845646,-0.4804258498410512",22,117
155,Prioritise2,0,square,triangle,cross,circle,"1.0,-0.09842467873037941,-1.0","0.28536486694739915,0.3449661378960809,0.6441272460635925","1.0,-0.223312447401106,0.14042906010430367","-0.06359610428535867,0.4935649245563736,-0.24027710533734647",44,256,340,178,"1.0,-0.09842467873037941,-1.0",44,240
156,Prioritise2,0,circle,triangle,square,cross,"0.6364477477613335,0.21838082541010184,0.6641383826852352","0.10890282843090082,0.4735368131811257,-0.6233623294930688","-0.12966480223349675,0.49444262706220066,-0.04980752507879116","1.0,-0.045861603138592444,-1.0",279,157,190,51,"0.6364477477613335,0.21838082541010184,0.6641383826852352",279,358
157,NoPrioritise,2,circle,triangle,cross,square,"1.0,-0.20752138035248524,-0.5823144238115788","0.08211922552252782,0.40518924666980105,0.5597871012004456","1.0,-0.15960027999342463,0.2690977661520819","0.5810306884554026,0.3509198779468534,-1.0",28,241,330,114,"1.0,-0.15960027999342463,0.2690977661520819",330,179
158,Prioritise1,2,triangle,square,cross,circle,"0.984183681480933,0.0471694796759472,0.544551712303033","1.0,-0.2787294505909397,-0.3224626175099854","0.3446475566939091,0.32593623267112437,0.6573177271493604","1.0,-0.15960027999342463,0.2690977661520819",303,12,260,330,"0.3446475566939091,0.32593623267112437,0.6573177271493604",260,52
159,Prioritise2,0,cross,circle,triangle,square,"1.0,0.00043266500642058503,0.4945408245860483","1.0,-0.25349859092244853,0.058576446168723484","0.7123805921607476,0.2995277721370815,-1.0","-0.15913672951032076,0.48350679120805196,0.18230705521727808",309,346,103,206,"1.0,0.00043266500642058503,0.4945408245860483",309,83
160,NoPrioritise,1,cross,triangle,square,circle,"1.0,-0.27293323902243416,-0.35332683897484074","-0.12538192785381974,0.49466166942996614,-0.0651744334368548","-0.09355100115627091,0.45554214766479406,0.3928507547204487","1.0,-0.16269839246793216,-0.7181852224820324",14,189,223,35,"-0.12538192785381974,0.49466166942996614,-0.0651744334368548",189,313
161,NoPrioritise,0,triangle,cross,circle,square,"-0.06359610428535867,0.4935649245563736,-0.24027710533734647","-0.10032491436032498,0.45768874039972984,0.3817396096664756","1.0,-0.2117453636986133,0.16700499532847024","0.9342399836420399,0.1906568045828605,-1.0",178,222,338,84,"-0.06359610428535867,0.4935649245563736,-0.24027710533734647",178,82
162,Prioritise4,1,cross,square,triangle,circle,"0.984183681480933,0.0471694796759472,0.544551712303033","1.0,-0.1159761024614836,0.3405028198215041","0.09017416231209929,0.4764835565228893,-0.581140049938324","1.0,-0.2352776592018201,-0.4968859262116322",303,324,159,23,"1.0,-0.1159761024614836,0.3405028198215041",324,206
163,NoPrioritise,3,square,cross,circle,triangle,"0.5335383805596645,0.36747902832868284,-1.0","-0.0864279937772866,0.4533299305616785,0.40378459741649797","0.6670955436242052,0.20546863097446266,0.6594879335101997","1.0,-0.05449202187079283,0.427438243059558",118,224,281,316,"1.0,-0.05449202187079283,0.427438243059558",316,334
164,Prioritise4,1,circle,square,cross,triangle,"0.7874973343482177,0.15108074255601633,0.6309286527694675","1.0,0.03716450464441401,-1.0","0.3446475566939091,0.32593623267112437,0.6573177271493604","0.002753009035763032,0.42748599986642954,0.5027340537090634",289,62,260,234,"1.0,0.03716450464441401,-1.0",62,289
165,Prioritise3,0,square,circle,cross,triangle,"1.0,-0.1801231371030828,0.23165973332613699","0.4511598862406947,0.28958122135142217,0.6706112376461497","0.8072476110492377,0.25673500061136667,-1.0","1.0,0.0885108071490186,-1.0",333,267,95,69,"1.0,-0.1801231371030828,0.23165973332613699",333,186
166,Prioritise2,1,triangle,circle,cross,square,"0.003196340864616065,0.48789947231709707,-0.3930376390559923","1.0,-0.0932311933171065,0.374286934875081","0.5453823652594301,0.36344457638027117,-1.0","0.8771865507724368,0.22170185938115816,-1.0",169,321,117,89,"1.0,-0.0932311933171065,0.374286934875081",321,168
167,Prioritise3,0,triangle,cross,circle,square,"1.0,0.029697581538389972,-1.0","-0.12538192785381974,0.49466166942996614,-0.0651744334368548","0.9566713411825642,0.17778746275501622,-1.0","0.8022226392771252,0.14399413187212562,0.6262603189685363",61,189,82,290,"1.0,0.029697581538389972,-1.0",61,68
168,Prioritise3,2,circle,square,cross,triangle,"-0.14097292288545527,0.4934633616179327,-0.004268922352566595","0.6048714455845987,0.34221696469187823,-1.0","0.30417514509994215,0.43389432139899475,-1.0","-0.02724900693809007,0.43596400275120595,0.47511170232003863",193,112,138,231,"0.30417514509994215,0.43389432139899475,-1.0",138,286
169,NoPrioritise,3,cross,square,triangle,circle,"1.0,-0.015534070910116049,-1.0","0.07186027412725471,0.47920645949573504,-0.5409731165987569","1.0,-0.1308360377071882,0.3172469791017578","1.0,-0.26238457869240295,-0.4002073564444957",55,161,326,17,"1.0,-0.26238457869240295,-0.4002073564444957",17,84
170,Prioritise4,1,square,cross,circle,triangle,"0.002753009035763032,0.42748599986642954,0.5027340537090634","0.8885895249151152,0.10029123080933622,0.593298310174416","0.9898363577373541,0.15802139914365565,-1.0","1.0,-0.1694459751095364,-0.6968170409133772",234,296,79,34,"0.8885895249151152,0.10029123080933622,0.593298310174416",296,98
171,Prioritise1,0,square,triangle,cross,circle,"0.697563521415238,0.19227379976898162,0.6538323072937366","1.0,-0.0855518419522695,0.38524161028667625","1.0,0.1513135807267587,-1.0","-0.05454842094763246,0.44381461100324726,0.4456881091586087",283,320,78,228,"0.697563521415238,0.19227379976898162,0.6538323072937366",283,145
