n_trial,condition,tested_position,shape_0,shape_1,shape_2,shape_3,color_0,color_1,color_2,color_3,color_angle_0,color_angle_1,color_angle_2,color_angle_3,correct_response,correct_response_angle,wheel_rotation
87,NoPrioritise,3,cross,triangle,circle,square,"1.0,-0.21761393967782516,0.1537648375256555","1.0,-0.22467733398512213,-0.5303566464837048","-0.007535811164553707,0.4303825516742039,0.4937312314227156","0.9342399836420399,0.1906568045828605,-1.0",339,25,233,84,"0.9342399836420399,0.1906568045828605,-1.0",84,238
88,Prioritise3,0,cross,circle,triangle,square,"-0.11109230792064029,0.494998675286374,-0.11182488810932678","0.29323185337982705,0.4365272844863326,-1.0","0.12802681261339854,0.47036395437091305,-0.6683938146358337","-0.1336957186097738,0.49417000388378884,-0.03453353894846056",186,139,155,191,"-0.11109230792064029,0.494998675286374,-0.11182488810932678",186,79
89,NoPrioritise,3,cross,square,triangle,circle,"-0.08288077159008311,0.49449913405181634,-0.1914000323192474","1.0,-0.06852917744512788,-1.0","1.0,-0.2810383691272422,-0.05469022987079308","1.0,-0.04666697700988032,0.4375655321668761",181,48,354,315,"1.0,-0.04666697700988032,0.4375655321668761",315,80
90,Prioritise2,0,triangle,cross,circle,square,"0.6526534052453359,0.32395804637990677,-1.0","0.35968141037855483,0.3209804608831912,0.6599831247203418","1.0,-0.2905679542092485,-0.21635494529981825","-0.1481252589400609,0.4756545429797898,0.26153874370652797",108,261,5,212,"0.6526534052453359,0.32395804637990677,-1.0",108,228
91,Prioritise2,2,circle,square,cross,triangle,"-0.15218698220497417,0.491399065672369,0.0550849709310266","1.0,-0.176090722701999,-0.6762956704638035","-0.1599394399400429,0.4856569012506431,0.15485318992015062","1.0,-0.1694459751095364,-0.6968170409133772",197,33,204,34,"-0.1599394399400429,0.4856569012506431,0.15485318992015062",204,23
92,Prioritise2,3,square,circle,triangle,cross,"0.21850949126575658,0.4532202130288874,-0.9933869065076532","0.8423878648894922,0.2395276862660105,-1.0","-0.07020697204541848,0.49392917223661503,-0.22388609625324785","-0.15425303278284086,0.49074605836511664,0.06966808771232391",146,92,179,198,"-0.15425303278284086,0.49074605836511664,0.06966808771232391",198,31
93,Prioritise3,0,circle,triangle,square,cross,"1.0,0.1513135807267587,-1.0","0.8307090529045498,0.2453327610063578,-1.0","0.5453823652594301,0.36344457638027117,-1.0","0.697563521415238,0.19227379976898162,0.6538323072937366",78,93,117,283,"1.0,0.1513135807267587,-1.0",78,354
94,Prioritise3,2,cross,circle,square,triangle,"1.0,-0.24976805918886447,-0.4479639557291707","1.0,-0.27567226916307197,-0.025990342729996674","1.0,-0.2905679542092485,-0.21635494529981825","0.9973143857544444,0.03943765994348003,0.5367265506444097",20,352,5,304,"1.0,-0.2905679542092485,-0.21635494529981825",5,158
95,Prioritise1,3,square,triangle,circle,cross,"1.0,-0.27259515439613147,-0.011730747350127468","0.47470490157818523,0.38660875671905104,-1.0","0.984183681480933,0.0471694796759472,0.544551712303033","0.8314067698500829,0.129644828397681,0.6162087510840306",351,123,303,292,"0.8314067698500829,0.129644828397681,0.6162087510840306",292,159
96,Prioritise3,1,cross,square,triangle,circle,"0.509921421288337,0.37533864292099284,-1.0","1.0,-0.13481497066722903,-0.8172789642511413","0.03525654226328623,0.4183671124064994,0.5284836519992187","0.5747774279545166,0.24332959852807035,0.670395358395977",120,39,237,275,"1.0,-0.13481497066722903,-0.8172789642511413",39,165
97,Prioritise3,2,square,cross,triangle,circle,"1.0,-0.12344048141961106,0.3289459564990056","1.0,-0.2784883645829067,-0.04031082501765193","0.7726890832158932,0.15810653737494773,0.6353563968956581","0.4819850074232215,0.2784837623913883,0.6721002952002628",325,353,288,269,"0.7726890832158932,0.15810653737494773,0.6353563968956581",288,275
98,NoPrioritise,2,triangle,square,circle,cross,"0.45139045294854396,0.393779284417197,-1.0","1.0,-0.19319706407583936,0.20612000948251996","0.5128942075651803,0.26707393527284795,0.6725600501236935","1.0,-0.26238457869240295,-0.4002073564444957",125,335,271,17,"0.5128942075651803,0.26707393527284795,0.6725600501236935",271,192
99,Prioritise3,3,circle,triangle,square,cross,"1.0,-0.18904346603826983,-0.637249894721835","0.5691306813430501,0.3551652128948415,-1.0","0.28536486694739915,0.3449661378960809,0.6441272460635925","-0.11850987372908683,0.4637398184337027,0.34737226103556385",31,115,256,219,"-0.11850987372908683,0.4637398184337027,0.34737226103556385",219,136
100,NoPrioritise,2,triangle,cross,square,circle,"-0.06359610428535867,0.4935649245563736,-0.24027710533734647","-0.10032491436032498,0.45768874039972984,0.3817396096664756","0.0809641014742315,0.4778728517952051,-0.560834903418019","1.0,-0.2117453636986133,0.16700499532847024",178,222,160,338,"0.0809641014742315,0.4778728517952051,-0.560834903418019",160,186
101,Prioritise2,0,square,circle,triangle,cross,"-0.1552691192795369,0.47984650043174004,0.22253130766167373","0.06286533759988822,0.4804846395944975,-0.5215000541421746","0.7243026375027783,0.2944273290124073,-1.0","1.0,-0.29111130123666484,-0.15686324257888173",209,162,102,1,"-0.1552691192795369,0.47984650043174004,0.22253130766167373",209,194
102,Prioritise1,3,cross,triangle,square,circle,"0.7954699681646173,0.26233143705175754,-1.0","0.10890282843090082,0.4735368131811257,-0.6233623294930688","1.0,0.08129056571751603,-1.0","0.8458569493622168,0.12238552790175761,0.6108291411981881",96,157,68,293,"0.8458569493622168,0.12238552790175761,0.6108291411981881",293,42
103,Prioritise2,1,circle,square,cross,triangle,"1.0,-0.25349859092244853,0.058576446168723484","0.7123805921607476,0.2995277721370815,-1.0","-0.15913672951032076,0.48350679120805196,0.18230705521727808","0.9454860823634645,0.18425356693025585,-1.0",346,103,206,83,"0.7123805921607476,0.2995277721370815,-1.0",103,85
104,Prioritise2,1,triangle,square,circle,cross,"0.9709143462906737,0.05487098646765176,0.5521665648538059","0.18759316868675757,0.45946387343509576,-0.8398972692549822","-0.04273264564935253,0.4921547641531523,-0.29008164886068233","0.013319861281873457,0.4245182348375207,0.5115287599103473",302,149,175,235,"0.18759316868675757,0.45946387343509576,-0.8398972692549822",149,302
105,Prioritise3,3,square,triangle,circle,cross,"1.0,0.029697581538389972,-1.0","-0.01269399205840449,0.48953144240138324,-0.3581525544909092","0.4204673865307198,0.3003640950728248,0.6680936776579738","-0.06359610428535867,0.4935649245563736,-0.24027710533734647",61,171,265,178,"-0.06359610428535867,0.4935649245563736,-0.24027710533734647",178,236
106,NoPrioritise,1,square,triangle,circle,cross,"1.0,-0.06852917744512788,-1.0","0.6526534052453359,0.32395804637990677,-1.0","1.0,-0.14892208927791584,-0.7642951287839744","1.0,-0.2288330890480459,0.12700076968242469",48,108,37,341,"0.6526534052453359,0.32395804637990677,-1.0",108,119
107,Prioritise4,0,circle,square,triangle,cross,"0.8771865507724368,0.22170185938115816,-1.0","0.7836643519746782,0.2678576623980824,-1.0","0.9898363577373541,0.15802139914365565,-1.0","1.0,-0.2618543528600009,0.0306611530728087",89,97,79,348,"0.8771865507724368,0.22170185938115816,-1.0",89,170
108,Prioritise2,1,square,circle,triangle,cross,"1.0,0.10990102188412854,-1.0","-0.12966480223349675,0.49444262706220066,-0.04980752507879116","-0.017538974095646753,0.43320838581829424,0.48452289736445553","1.0,-0.15254529173699993,0.2813312795320311",72,190,232,329,"-0.12966480223349675,0.49444262706220066,-0.04980752507879116",190,186
109,Prioritise3,1,square,circle,cross,triangle,"1.0,-0.1801231371030828,0.23165973332613699","0.4511598862406949,0.28958122135142217,0.6706112376461497","1.0,-0.19319706407583936,0.20612000948251996","1.0,-0.1453950522675579,0.29343624696038684",333,267,335,328,"0.4511598862406949,0.28958122135142217,0.6706112376461497",267,95
110,Prioritise3,0,square,circle,triangle,cross,"0.8885895249151152,0.10029123080933622,0.593298310174416","-0.1334211421392112,0.46921826779504494,0.31151742599586085","0.5810306884554026,0.3509198779468534,-1.0","0.8189948021797893,0.2510686603392729,-1.0",296,216,114,94,"0.8885895249151152,0.10029123080933622,0.593298310174416",296,309
111,Prioritise2,3,triangle,cross,circle,square,"0.4282253351913974,0.40067838587068505,-1.0","0.5128942075651803,0.26707393527284795,0.6725600501236935","0.8314067698500829,0.129644828397681,0.6162087510840306","0.3148218664135791,0.3356097028178475,0.6512264970146455",127,271,292,258,"0.3148218664135791,0.3356097028178475,0.6512264970146455",258,226
112,Prioritise3,1,cross,triangle,circle,square,"0.06286533759988822,0.4804846395944975,-0.5215000541421746","-0.04273264564935253,0.4921547641531523,-0.29008164886068233","1.0,-0.17339639938985352,0.2442586263282529","-0.0889322071979689,0.49470485377678974,-0.17530036558846096",162,175,332,182,"-0.04273264564935253,0.4921547641531523,-0.29008164886068233",175,78
113,Prioritise3,1,triangle,circle,square,cross,"1.0,0.0520116041796701,-1.0","0.5438403016684124,0.25535465854340766,0.6719910833849003","0.09017416231209929,0.4764835565228893,-0.581140049938324","0.4397882380638529,0.39726260220805054,-1.0",64,273,159,126,"0.5438403016684124,0.25535465854340766,0.6719910833849003",273,312
114,Prioritise2,2,triangle,cross,circle,square,"1.0,-0.10580765013847959,-0.9756165541078137","-0.1552691192795369,0.47984650043174004,0.22253130766167373","0.002753009035762144,0.42748599986642954,0.5027340537090634","-0.007535811164553707,0.4303825516742039,0.4937312314227156",43,209,234,233,"0.002753009035762144,0.42748599986642954,0.5027340537090634",234,118
115,Prioritise2,0,circle,cross,square,triangle,"-0.12966480223349675,0.49444262706220066,-0.04980752507879116","1.0,-0.045861603138592666,-1.0","1.0,-0.28849207683894174,-0.11276294357485506","0.09017416231209929,0.4764835565228893,-0.581140049938324",190,51,358,159,"-0.12966480223349675,0.49444262706220066,-0.04980752507879116",190,302
116,Prioritise3,0,square,triangle,circle,cross,"1.0,0.01469043779870538,-1.0","1.0,0.09568719202827336,-1.0","1.0,-0.20149881210311282,-0.6002331830476271","0.7004475934634664,0.30455679594870433,-1.0",59,70,29,104,"1.0,0.01469043779870538,-1.0",59,298
117,NoPrioritise,3,triangle,cross,circle,square,"0.17237529551869346,0.3792456671279014,0.6058334931269098","0.6646065852612066,0.3192149609683923,-1.0","0.15891936573799903,0.3831804895186659,0.5999565135488085","1.0,0.09568719202827336,-1.0",248,107,247,70,"1.0,0.09568719202827336,-1.0",70,137
118,Prioritise4,3,circle,cross,triangle,square,"1.0,-0.28331765203541326,-0.06912673399707303","0.45139045294854396,0.393779284417197,-1.0","0.18599750731146814,0.3752337008299145,0.6114718629309206","1.0,-0.22467733398512213,-0.5303566464837048",355,125,249,25,"1.0,-0.22467733398512213,-0.5303566464837048",25,105
119,Prioritise2,0,cross,circle,square,triangle,"1.0,-0.09842467873037941,-1.0","1.0,-0.29113614091237483,-0.20140827106110581","1.0,-0.2914084206358549,-0.1716625835351976","0.2607905457923898,0.44405077031286466,-1.0",44,4,2,142,"1.0,-0.09842467873037941,-1.0",44,55
120,Prioritise3,1,circle,square,triangle,cross,"1.0,0.008268781307839035,0.5033766660072689","1.0,-0.18262560807777894,-0.6564771422547051","0.9342399836420399,0.1906568045828605,-1.0","0.28536486694739915,0.3449661378960809,0.6441272460635925",308,32,84,256,"1.0,-0.18262560807777894,-0.6564771422547051",32,127
121,Prioritise1,3,circle,square,triangle,cross,"0.3937919637711429,0.41052389502637143,-1.0","0.3446475566939091,0.32593623267112437,0.6573177271493604","1.0,-0.1159761024614836,0.3405028198215041","1.0,-0.2541916545294901,-0.43193236346031305",130,260,324,19,"1.0,-0.2541916545294901,-0.43193236346031305",19,67
122,NoPrioritise,3,square,triangle,circle,cross,"0.09441071644993482,0.40170970408167506,0.5670564126145141","-0.017538974095646753,0.43320838581829424,0.48452289736445553","-0.1598212484830719,0.4866460428277808,0.1409432704458322","1.0,-0.1159761024614836,0.3405028198215041",242,232,203,324,"1.0,-0.1159761024614836,0.3405028198215041",324,195
123,Prioritise4,3,triangle,cross,circle,square,"0.1377313063497616,0.46869198128419454,-0.6923217342230605","0.19977821842497323,0.3711442763159587,0.6168699381761522","1.0,0.022205290041545256,-1.0","1.0,-0.10844910144201803,0.3519141850209708",154,250,60,323,"1.0,-0.10844910144201803,0.3519141850209708",323,260
124,Prioritise3,3,triangle,square,circle,cross,"0.7243026375027783,0.2944273290124073,-1.0","0.7874973343482179,0.15108074255601633,0.6309286527694675","0.7127176267031001,0.18557291042394586,0.6506302425082333","0.2823521228309567,0.4390974279014652,-1.0",102,289,284,140,"0.2823521228309567,0.4390974279014652,-1.0",140,247
125,Prioritise1,0,square,triangle,circle,cross,"1.0,-0.12042756170577695,-0.8836340589512358","1.0,-0.23930972970484676,0.09987881270213972","-0.0889322071979689,0.49470485377678974,-0.17530036558846096","1.0,-0.04666697700988032,0.4375655321668761",41,343,182,315,"1.0,-0.12042756170577695,-0.8836340589512358",41,347
126,NoPrioritise,0,triangle,circle,cross,square,"1.0,-0.14190666083918357,-0.7896703829265752","-0.15601024525342333,0.4900377710624384,0.08414494382818494","-0.05680994196765965,0.4931478034098584,-0.2567707460520542","0.03525654226328623,0.4183671124064994,0.5284836519992187",38,199,177,237,"1.0,-0.14190666083918357,-0.7896703829265752",38,55
127,Prioritise2,0,square,cross,triangle,circle,"-0.12966480223349675,0.49444262706220066,-0.04980752507879116","-0.15971287347422924,0.4846106035432911,0.16864202556096686","1.0,-0.24898244687401672,0.0724226931177736","0.9001622899209403,0.20948101299508481,-1.0",190,205,345,87,"-0.12966480223349675,0.49444262706220066,-0.04980752507879116",190,97
128,Prioritise2,1,circle,cross,triangle,square,"0.7836643519746782,0.2678576623980824,-1.0","0.09017416231209929,0.4764835565228893,-0.581140049938324","0.6287517000804042,0.333230015934751,-1.0","1.0,-0.1558548551326704,-0.7405909184559469",97,159,110,36,"0.09017416231209929,0.4764835565228893,-0.581140049938324",159,331
129,Prioritise4,1,triangle,square,cross,circle,"0.9566713411825642,0.17778746275501622,-1.0","0.9026141269879491,0.09282770385166228,0.5869975937203944","1.0,-0.12344048141961106,0.3289459564990056","1.0,0.029697581538389972,-1.0",82,297,325,61,"0.9026141269879491,0.09282770385166228,0.5869975937203944",297,230
130,Prioritise2,3,circle,triangle,cross,square,"0.8307090529045498,0.2453327610063578,-1.0","0.04521328814621106,0.4828757040428189,-0.4835461552047625","1.0,0.1377261376429495,-1.0","0.4204673865307198,0.3003640950728248,0.6680936776579738",93,164,76,265,"0.4204673865307198,0.3003640950728248,0.6680936776579738",265,290
131,Prioritise4,1,circle,cross,triangle,square,"1.0,-0.28715474606071,-0.26149890951485844","1.0,-0.15254529173699993,0.2813312795320311","1.0,-0.26238457869240295,-0.4002073564444957","1.0,-0.23006636068103248,-0.5135224369802548",8,329,17,24,"1.0,-0.15254529173699993,0.2813312795320311",329,321
132,Prioritise2,0,square,cross,circle,triangle,"0.19781922438295352,0.4574422518266765,-0.8818361039644314","1.0,-0.07007995956776203,0.4066709204115653","1.0,-0.13815640460244194,0.305409278040333","1.0,-0.1159761024614836,0.3405028198215041",148,318,327,324,"0.19781922438295352,0.4574422518266765,-0.8818361039644314",148,141
133,Prioritise1,2,square,cross,triangle,circle,"-0.14500574250124976,0.47413711311303364,0.2742570559677715","0.024156992038590452,0.42147876676365525,0.5201127943356356","-0.14097292288545527,0.4934633616179327,-0.004268922352566595","1.0,-0.10844910144201803,0.3519141850209708",213,236,193,323,"-0.14097292288545527,0.4934633616179327,-0.004268922352566595",193,325
134,NoPrioritise,0,circle,cross,triangle,square,"1.0,-0.20149881210311282,-0.6002331830476271","0.7428418032534498,0.17196979648312705,0.6434837115546581","1.0,-0.283482916447115,-0.29186272671519153","0.509921421288337,0.37533864292099284,-1.0",29,286,10,120,"1.0,-0.20149881210311282,-0.6002331830476271",29,359
135,Prioritise1,0,square,cross,circle,triangle,"1.0,-0.04666697700988032,0.4375655321668761","0.9454860823634645,0.18425356693025585,-1.0","0.21850949126575658,0.4532202130288874,-0.9933869065076532","1.0,0.022205290041545256,-1.0",315,83,146,60,"1.0,-0.04666697700988032,0.4375655321668761",315,104
136,NoPrioritise,1,triangle,square,circle,cross,"0.8072476110492377,0.25673500061136667,-1.0","1.0,0.0520116041796701,-1.0","1.0,-0.17339639938985352,0.2442586263282529","0.1673887875274096,0.46333008938060627,-0.7729226224565875",95,64,332,151,"1.0,0.0520116041796701,-1.0",64,326
137,Prioritise2,2,circle,triangle,square,cross,"-0.1160886962144162,0.49493957268076216,-0.09618366371381681","1.0,-0.27259515439613147,-0.011730747350127468","1.0,-0.09100024043058197,-1.0","0.21370971933434912,0.36697709911931464,0.6220261074603506",187,351,45,251,"1.0,-0.09100024043058197,-1.0",45,0
138,NoPrioritise,1,cross,square,circle,triangle,"0.4864131283203974,0.38292092452220805,-1.0","1.0,-0.12042756170577695,-0.8836340589512358","-0.07115460775268467,0.4487065849390661,0.42510855757080535","1.0,-0.283482916447115,-0.29186272671519153",122,41,226,10,"1.0,-0.12042756170577695,-0.8836340589512358",41,58
139,Prioritise2,3,triangle,cross,square,circle,"1.0,-0.0855518419522695,0.38524161028667625","-0.03545149328753128,0.4915787209123279,-0.3069086161051545","1.0,-0.03828278687151976,-1.0","1.0,-0.13481497066722903,-0.8172789642511413",320,174,52,39,"1.0,-0.13481497066722903,-0.8172789642511413",39,39
140,Prioritise4,0,triangle,cross,square,circle,"0.32969209843730707,0.3308126345090221,0.6543985772501693","1.0,-0.25349859092244853,0.058576446168723484","1.0,-0.1558548551326704,-0.7405909184559469","0.5747774279545166,0.24332959852807035,0.670395358395977",259,346,36,275,"0.32969209843730707,0.3308126345090221,0.6543985772501693",259,303
141,Prioritise4,1,cross,triangle,square,circle,"1.0,-0.09100024043058197,-1.0","1.0,0.09568719202827336,-1.0","0.5691306813430501,0.3551652128948415,-1.0","1.0,0.1377261376429495,-1.0",45,70,115,76,"1.0,0.09568719202827336,-1.0",70,188
142,NoPrioritise,2,triangle,cross,square,circle,"1.0,0.008268781307839035,0.5033766660072689","0.9439739668489959,0.07017173146500566,0.5667550331301558","1.0,0.00043266500642058503,0.4945408245860483","0.9342399836420399,0.1906568045828605,-1.0",308,300,309,84,"1.0,0.00043266500642058503,0.4945408245860483",309,294
143,Prioritise2,0,triangle,square,circle,cross,"0.19781922438295352,0.4574422518266765,-0.8818361039644314","0.35968141037855483,0.3209804608831912,0.6599831247203418","1.0,-0.10580765013847959,-0.9756165541078137","0.8072476110492377,0.25673500061136667,-1.0",148,261,43,95,"0.19781922438295352,0.4574422518266765,-0.8818361039644314",148,252
144,NoPrioritise,3,square,cross,triangle,circle,"1.0,0.13084904670314157,-1.0","0.49743207809976986,0.2728177294164349,0.672458831583457","0.25011230249462657,0.4464347244570299,-1.0","-0.1598212484830719,0.4866460428277808,0.1409432704458322",75,270,143,203,"-0.1598212484830719,0.4866460428277808,0.1409432704458322",203,189
145,NoPrioritise,0,circle,triangle,square,cross,"0.6823545184579658,0.19890605819631269,0.6567852503614975","0.4630300053623657,0.39022810787803497,-1.0","0.557247182986663,0.35934004439537626,-1.0","0.43579397082986615,0.29501209376045523,0.6694809165992386",282,124,116,266,"0.6823545184579658,0.19890605819631269,0.6567852503614975",282,31
146,Prioritise3,2,square,triangle,circle,cross,"1.0,-0.28849207683894174,-0.11276294357485506","1.0,-0.16269839246793216,-0.7181852224820324","1.0,0.13084904670314157,-1.0","1.0,0.029697581538389972,-1.0",358,35,75,61,"1.0,0.13084904670314157,-1.0",75,72
147,Prioritise4,3,triangle,circle,square,cross,"-0.10674528321075638,0.4597702151299572,0.3704541436797111","1.0,-0.27567226916307197,-0.025990342729996674","0.4665589352747248,0.2840716923699367,0.6714844115718321","-0.1481252589400609,0.4756545429797898,0.26153874370652797",221,352,268,212,"-0.1481252589400609,0.4756545429797898,0.26153874370652797",212,249
148,Prioritise2,2,circle,triangle,cross,square,"1.0,-0.28704790815198966,-0.09816451385922986","1.0,0.01469043779870538,-1.0","0.9566713411825642,0.17778746275501622,-1.0","0.984183681480933,0.0471694796759472,0.544551712303033",357,59,82,303,"0.9566713411825642,0.17778746275501622,-1.0",82,97
149,Prioritise1,2,triangle,cross,square,circle,"-0.15971287347422924,0.4846106035432911,0.16864202556096686","0.8656291340184048,0.2277117481201254,-1.0","1.0,0.11693500061052231,-1.0","0.6287517000804042,0.333230015934751,-1.0",205,90,73,110,"1.0,0.11693500061052231,-1.0",73,77
150,Prioritise2,1,triangle,square,cross,circle,"0.03656203285471027,0.4839890544285097,-0.46499532916065","0.11962807502985351,0.3945255124543332,0.5809118383777745","-0.10674528321075638,0.4597702151299572,0.3704541436797111","0.2715377535601935,0.44160513045338035,-1.0",165,244,221,141,"0.11962807502985351,0.3945255124543332,0.5809118383777745",244,16
151,Prioritise3,1,circle,square,triangle,cross,"1.0,-0.28704790815198966,-0.09816451385922986","-0.12384754992127334,0.4656289401720195,0.3355818842165046","1.0,0.03716450464441401,-1.0","0.30417514509994215,0.43389432139899475,-1.0",357,218,62,138,"-0.12384754992127334,0.4656289401720195,0.3355818842165046",218,40
152,Prioritise3,1,square,circle,cross,triangle,"1.0,-0.015267259554568757,0.4762913260168815","0.30417514509994215,0.43389432139899475,-1.0","0.3148218664135791,0.3356097028178475,0.6512264970146455","1.0,-0.09842467873037941,-1.0",311,138,258,44,"0.30417514509994215,0.43389432139899475,-1.0",138,310
153,Prioritise2,0,triangle,cross,circle,square,"0.1673887875274096,0.46333008938060627,-0.7729226224565875","1.0,-0.015534070910116049,-1.0","1.0,-0.20752138035248524,-0.5823144238115788","1.0,-0.09842467873037941,-1.0",151,55,28,44,"0.1673887875274096,0.46333008938060627,-0.7729226224565875",151,256
154,NoPrioritise,3,circle,square,triangle,cross,"0.9566713411825642,0.17778746275501622,-1.0","0.3937919637711429,0.41052389502637143,-1.0","0.6210691465439071,0.22472865664823272,0.6660842894513506","0.7599790593392,0.278698430329378,-1.0",82,130,278,99,"0.7599790593392,0.278698430329378,-1.0",99,288
155,Prioritise2,3,cross,circle,triangle,square,"0.7428418032534498,0.17196979648312705,0.6434837115546581","1.0,-0.09100024043058197,-1.0","-0.15971287347422924,0.4846106035432911,0.16864202556096686","1.0,0.022205290041545256,-1.0",286,45,205,60,"1.0,0.022205290041545256,-1.0",60,251
156,Prioritise4,0,triangle,square,cross,circle,"1.0,-0.015534070910116049,-1.0","1.0,-0.2812391217555803,-0.30713162009795525","1.0,0.023895135487088437,0.520455959599228","0.8458569493622168,0.12238552790175761,0.6108291411981881",55,11,306,293,"1.0,-0.015534070910116049,-1.0",55,195
157,Prioritise4,3,square,cross,triangle,circle,"0.47470490157818523,0.38660875671905104,-1.0","-0.137653653553384,0.47091943313012696,0.2992494234533911","0.2715377535601935,0.44160513045338035,-1.0","0.09017416231209929,0.4764835565228893,-0.581140049938324",123,215,141,159,"0.09017416231209929,0.4764835565228893,-0.581140049938324",159,293
158,Prioritise4,1,square,circle,cross,triangle,"1.0,0.05938674364207741,-1.0","1.0,-0.12765325079304635,-0.8480385611780058","0.22896995211020998,0.45101907426419996,-1.0","0.8886984490493344,0.21562474761751438,-1.0",65,40,145,88,"1.0,-0.12765325079304635,-0.8480385611780058",40,206
159,NoPrioritise,3,square,cross,triangle,circle,"1.0,0.14454808295369936,-1.0","0.6670955436242052,0.20546863097446266,0.6594879335101997","0.7726890832158932,0.15810653737494773,0.6353563968956581","0.002753009035762144,0.42748599986642954,0.5027340537090634",77,281,288,234,"0.002753009035762144,0.42748599986642954,0.5027340537090634",234,352
160,NoPrioritise,2,cross,circle,square,triangle,"0.35978173682339754,0.41977397962065344,-1.0","-0.10674528321075638,0.4597702151299572,0.3704541436797111","-0.007535811164553707,0.4303825516742039,0.4937312314227156","1.0,-0.1308360377071882,0.3172469791017578",133,221,233,326,"-0.007535811164553707,0.4303825516742039,0.4937312314227156",233,156
161,Prioritise4,0,circle,triangle,cross,square,"0.3937919637711429,0.41052389502637143,-1.0","0.4665589352747248,0.2840716923699367,0.6714844115718321","1.0,-0.1159761024614836,0.3405028198215041","1.0,-0.29113614091237483,-0.20140827106110581",130,268,324,4,"0.3937919637711429,0.41052389502637143,-1.0",130,332
162,Prioritise2,3,square,triangle,circle,cross,"-0.004817967995419115,0.4887422579776717,-0.37551595656205394","-0.06359610428535867,0.4935649245563736,-0.24027710533734647","1.0,-0.27293323902243416,-0.35332683897484074","-0.1442047673080774,0.4930289775224417,0.010718955352132964",170,178,14,194,"-0.1442047673080774,0.4930289775224417,0.010718955352132964",194,285
163,Prioritise1,2,circle,square,triangle,cross,"0.6765582342033039,0.31440040312493167,-1.0","0.7836643519746782,0.2678576623980824,-1.0","0.0809641014742315,0.4778728517952051,-0.560834903418019","1.0,-0.18904346603826983,-0.637249894721835",106,97,160,31,"0.0809641014742315,0.4778728517952051,-0.560834903418019",160,150
164,Prioritise4,2,square,triangle,circle,cross,"1.0,-0.06229796743051119,0.4171389626044979","1.0,-0.2692625012388049,0.0024658652101630096","0.17237529551869346,0.3792456671279014,0.6058334931269098","0.002753009035762144,0.42748599986642954,0.5027340537090634",317,350,248,234,"0.17237529551869346,0.3792456671279014,0.6058334931269098",248,296
165,Prioritise3,0,circle,triangle,square,cross,"-0.10032491436032498,0.45768874039972984,0.3817396096664756","0.37106831880418345,0.41675617985472035,-1.0","-0.15936350859590664,0.487578374203653,0.1269149288768463","1.0,-0.0855518419522695,0.38524161028667625",222,132,202,320,"-0.10032491436032498,0.45768874039972984,0.3817396096664756",222,202
166,Prioritise1,2,triangle,circle,cross,square,"0.509921421288337,0.37533864292099284,-1.0","1.0,-0.1453950522675579,0.29343624696038684","0.046610568850004475,0.4151827959781793,0.5366388806382334","0.2277843781848521,0.3627318956570289,0.6269388339435948",120,328,238,252,"0.046610568850004475,0.4151827959781793,0.5366388806382334",238,14
167,NoPrioritise,0,triangle,cross,square,circle,"1.0,-0.11314379054822865,-0.9277147292103822","1.0,-0.17339639938985352,0.2442586263282529","-0.0889322071979689,0.49470485377678974,-0.17530036558846096","1.0,0.12391818455152381,-1.0",42,332,182,74,"1.0,-0.11314379054822865,-0.9277147292103822",42,182
168,Prioritise4,0,cross,circle,triangle,square,"1.0,-0.2784883645829067,-0.04031082501765193","0.8189948021797893,0.2510686603392729,-1.0","0.7954699681646173,0.26233143705175754,-1.0","1.0,-0.1558548551326704,-0.7405909184559469",353,94,96,36,"1.0,-0.2784883645829067,-0.04031082501765193",353,213
169,Prioritise4,2,square,triangle,circle,cross,"-0.0864279937772866,0.4533299305616785,0.40378459741649797","1.0,-0.13815640460244194,0.305409278040333","0.003196340864616065,0.48789947231709707,-0.3930376390559923","0.31518019558100097,0.43119815975599396,-1.0",224,327,169,137,"0.003196340864616065,0.48789947231709707,-0.3930376390559923",169,339
170,Prioritise1,1,cross,square,triangle,circle,"-0.1582066093163167,0.48234509352938293,0.19584550247902222","-0.0864279937772866,0.4533299305616785,0.40378459741649797","1.0,-0.29111130123666484,-0.15686324257888173","0.1673887875274096,0.46333008938060627,-0.7729226224565875",207,224,1,151,"-0.0864279937772866,0.4533299305616785,0.40378459741649797",224,336
171,Prioritise3,3,circle,square,cross,triangle,"1.0,-0.12344048141961106,0.3289459564990056","-0.1582066093163167,0.48234509352938293,0.19584550247902222","0.5929450132200651,0.3466038519932022,-1.0","0.06286533759988822,0.4804846395944975,-0.5215000541421746",325,207,113,162,"0.06286533759988822,0.4804846395944975,-0.5215000541421746",162,100
172,NoPrioritise,3,triangle,circle,cross,square,"0.37478692104604905,0.3159453148278393,0.6623940312376342","0.6765582342033039,0.31440040312493167,-1.0","1.0,-0.08353952619481586,-1.0","-0.15936350859590664,0.487578374203653,0.1269149288768463",262,106,46,202,"-0.15936350859590664,0.487578374203653,0.1269149288768463",202,276
