n_trial,condition,tested_position,shape_0,shape_1,shape_2,shape_3,color_0,color_1,color_2,color_3,color_angle_0,color_angle_1,color_angle_2,color_angle_3,correct_response,correct_response_angle,wheel_rotation
137,Prioritise1,3,square,triangle,circle,cross,"1.0,-0.2117453636986133,0.16700499532847024","1.0,-0.2787294505909397,-0.3224626175099854","0.3262451978832188,0.42843842117143094,-1.0","0.9229356114863154,0.19699631777014193,-1.0",338,12,136,85,"0.9229356114863154,0.19699631777014193,-1.0",85,232
152,Prioritise1,3,square,cross,circle,triangle,"0.2823521228309567,0.4390974279014652,-1.0","1.0,0.029697581538389972,-1.0","1.0,-0.2692625012388049,0.0024658652101630096","-0.0889322071979689,0.49470485377678974,-0.17530036558846096",140,61,350,182,"-0.0889322071979689,0.49470485377678974,-0.17530036558846096",182,86
167,Prioritise1,3,square,circle,cross,triangle,"1.0,-0.16269839246793216,-0.7181852224820324","-0.045760705841983884,0.4412666063320212,0.45569155140365925","1.0,-0.030699357614306977,-1.0","1.0,0.1377261376429495,-1.0",35,229,53,76,"1.0,0.1377261376429495,-1.0",76,120
39,Prioritise2,0,cross,triangle,square,circle,"-0.06301515924349677,0.44629443292921844,0.43549282839157066","0.5217173616076898,0.3714436344565344,-1.0","-0.1334211421392112,0.46921826779504494,0.31151742599586085","0.02803139784776887,0.4850479085911541,-0.44669070010662637",227,119,216,166,"-0.06301515924349677,0.44629443292921844,0.43549282839157066",227,74
92,Prioritise2,0,cross,circle,square,triangle,"0.8423878648894922,0.2395276862660105,-1.0","0.9454860823634645,0.18425356693025585,-1.0","-0.10032491436032498,0.45768874039972984,0.3817396096664756","0.1673887875274096,0.46333008938060627,-0.7729226224565875",92,83,222,151,"0.8423878648894922,0.2395276862660105,-1.0",92,18
136,Prioritise2,0,square,circle,triangle,cross,"0.9709143462906737,0.05487098646765176,0.5521665648538059","0.5217173616076898,0.3714436344565344,-1.0","1.0,-0.20752138035248524,-0.5823144238115788","-0.02724900693809007,0.43596400275120595,0.47511170232003863",302,119,28,231,"0.9709143462906737,0.05487098646765176,0.5521665648538059",302,242
172,Prioritise2,0,triangle,cross,square,circle,"-0.137653653553384,0.47091943313012696,0.2992494234533911","1.0,-0.265680167273015,0.01659727634298691","0.0809641014742315,0.4778728517952051,-0.560834903418019","1.0,-0.176090722701999,-0.6762956704638035",215,349,160,33,"-0.137653653553384,0.47091943313012696,0.2992494234533911",215,82
179,Prioritise2,0,circle,triangle,cross,square,"-0.0864279937772866,0.4533299305616785,0.40378459741649797","1.0,-0.2352776592018201,-0.4968859262116322","0.9575099088241161,0.0625393185362546,0.5595685159060846","-0.01269399205840449,0.48953144240138324,-0.3581525544909092",224,23,301,171,"-0.0864279937772866,0.4533299305616785,0.40378459741649797",224,75
186,Prioritise2,0,square,circle,triangle,cross,"1.0,-0.16655302622891022,0.25673909055504174","-0.12966480223349675,0.49444262706220066,-0.04980752507879116","1.0,-0.20752138035248524,-0.5823144238115788","1.0,-0.29111130123666484,-0.15686324257888173",331,190,28,1,"1.0,-0.16655302622891022,0.25673909055504174",331,93
188,Prioritise2,0,cross,triangle,square,circle,"1.0,-0.06229796743051119,0.4171389626044979","-0.017538974095646753,0.43320838581829424,0.48452289736445553","1.0,-0.2696580629443429,-0.3688697412252795","1.0,0.029697581538389972,-1.0",317,232,15,61,"1.0,-0.06229796743051119,0.4171389626044979",317,297
192,Prioritise2,0,triangle,cross,circle,square,"0.7278119810668549,0.17880451220180715,0.6471802765379799","0.6168077568629242,0.33775906377670717,-1.0","-0.1481252589400609,0.4756545429797898,0.26153874370652797","0.8072476110492377,0.25673500061136667,-1.0",285,111,212,95,"0.7278119810668549,0.17880451220180715,0.6471802765379799",285,238
194,Prioritise2,0,square,circle,triangle,cross,"0.5810306884554026,0.3509198779468534,-1.0","1.0,-0.21911833444213913,-0.5474132739956148","-0.12384754992127334,0.4656289401720195,0.3355818842165046","0.8072476110492377,0.25673500061136667,-1.0",114,26,218,95,"0.5810306884554026,0.3509198779468534,-1.0",114,67
197,Prioritise2,0,triangle,circle,cross,square,"-0.07020697204541848,0.49392917223661503,-0.22388609625324785","0.5335383805596652,0.3674790283286826,-1.0","1.0,-0.16655302622891022,0.25673909055504174","1.0,-0.16655302622891022,0.25673909055504174",179,118,331,331,"-0.07020697204541848,0.49392917223661503,-0.22388609625324785",179,285
212,Prioritise2,0,cross,circle,square,triangle,"0.49743207809976986,0.2728177294164349,0.672458831583457","1.0,-0.030978196634575572,0.4572913763932509","-0.12881863109484093,0.46745492896353924,0.32362925960524147","0.019624625934283157,0.48605247051678746,-0.42860903269535067",270,313,217,167,"0.49743207809976986,0.2728177294164349,0.672458831583457",270,156
16,Prioritise2,1,circle,cross,square,triangle,"1.0,0.007155954649565421,-1.0","0.9709143462906737,0.05487098646765176,0.5521665648538059","1.0,-0.2787294505909397,-0.3224626175099854","-0.07663707943429687,0.49424057193593485,-0.2075945922293636",58,302,12,180,"0.9709143462906737,0.05487098646765176,0.5521665648538059",302,354
22,Prioritise2,1,cross,square,triangle,circle,"0.7874973343482179,0.15108074255601633,0.6309286527694675","0.22896995211020998,0.45101907426419996,-1.0","1.0,-0.11314379054822865,-0.9277147292103822","0.5593128013847881,0.24938009178326226,0.6713213889936891",289,145,42,274,"0.22896995211020998,0.45101907426419996,-1.0",145,165
25,Prioritise2,1,triangle,circle,square,cross,"1.0,-0.030978196634575572,0.4572913763932509","1.0,0.007155954649565421,-1.0","0.002753009035762144,0.42748599986642954,0.5027340537090634","0.07186027412725471,0.47920645949573504,-0.5409731165987569",313,58,234,161,"1.0,0.007155954649565421,-1.0",58,341
34,Prioritise2,1,square,cross,circle,triangle,"0.2823521228309567,0.4390974279014652,-1.0","1.0,0.0520116041796701,-1.0","0.6056610145008174,0.2310032177113197,0.6677762187869551","0.8886984490493344,0.21562474761751438,-1.0",140,64,277,88,"1.0,0.0520116041796701,-1.0",64,315
51,Prioritise2,1,square,circle,triangle,cross,"-0.10587186235375057,0.4950046804635242,-0.12755688133261178","0.18759316868675757,0.45946387343509576,-0.8398972692549822","-0.15425303278284086,0.49074605836511664,0.06966808771232391","1.0,0.04460337025072447,-1.0",185,149,198,63,"0.18759316868675757,0.45946387343509576,-0.8398972692549822",149,67
82,Prioritise2,1,square,cross,triangle,circle,"-0.11280811015512238,0.4617870748317987,0.35899735609320693","0.8022226392771252,0.14399413187212562,0.6262603189685363","0.12802681261339854,0.47036395437091305,-0.6683938146358337","0.6287517000804042,0.333230015934751,-1.0",220,290,155,110,"0.8022226392771252,0.14399413187212562,0.6262603189685363",290,13
127,Prioritise2,1,circle,cross,triangle,square,"1.0,-0.289651960671372,-0.12741280502186536","0.3485477954945324,0.4227267056127266,-1.0","0.2277843781848521,0.3627318956570289,0.6269388339435948","0.6646065852612066,0.3192149609683923,-1.0",359,134,252,107,"0.3485477954945324,0.4227267056127266,-1.0",134,173
141,Prioritise2,1,square,cross,circle,triangle,"0.28536486694739915,0.3449661378960809,0.6441272460635925","0.47470490157818523,0.38660875671905104,-1.0","0.7954699681646173,0.26233143705175754,-1.0","1.0,-0.28704790815198966,-0.09816451385922986",256,123,96,357,"0.47470490157818523,0.38660875671905104,-1.0",123,38
161,Prioritise2,1,square,cross,circle,triangle,"0.5217173616076898,0.3714436344565344,-1.0","0.9898363577373541,0.15802139914365565,-1.0","1.0,0.008268781307839035,0.5033766660072689","-0.04273264564935253,0.4921547641531523,-0.29008164886068233",119,79,308,175,"0.9898363577373541,0.15802139914365565,-1.0",79,95
201,Prioritise2,1,circle,cross,triangle,square,"0.10890282843090082,0.4735368131811257,-0.6233623294930688","-0.15425303278284086,0.49074605836511664,0.06966808771232391","0.5438403016684124,0.25535465854340766,0.6719910833849003","1.0,-0.1558548551326704,-0.7405909184559469",157,198,273,36,"-0.15425303278284086,0.49074605836511664,0.06966808771232391",198,268
203,Prioritise2,1,circle,square,cross,triangle,"0.3373683384989987,0.425614728337375,-1.0","1.0,-0.2696580629443429,-0.3688697412252795","0.003196340864616065,0.48789947231709707,-0.3930376390559923","1.0,0.07402842417913646,-1.0",135,15,169,67,"1.0,-0.2696580629443429,-0.3688697412252795",15,207
48,Prioritise2,2,square,cross,circle,triangle,"0.8168605703912253,0.13684827598857496,0.6213530935889016","-0.04985376064386149,0.4926777683571715,-0.2733707743273047","-0.13746749759655974,0.49384364036211803,-0.01935357496354817","1.0,0.12391818455152381,-1.0",291,176,192,74,"-0.13746749759655974,0.49384364036211803,-0.01935357496354817",192,11
50,Prioritise2,2,cross,triangle,circle,square,"0.4204673865307198,0.3003640950728248,0.6680936776579738","0.47470490157818523,0.38660875671905104,-1.0","0.47470490157818523,0.38660875671905104,-1.0","0.11962807502985351,0.3945255124543332,0.5809118383777745",265,123,123,244,"0.47470490157818523,0.38660875671905104,-1.0",123,138
53,Prioritise2,2,cross,triangle,square,circle,"0.8189948021797893,0.2510686603392729,-1.0","0.5335383805596652,0.3674790283286826,-1.0","1.0,-0.1558548551326704,-0.7405909184559469","0.9709143462906737,0.05487098646765176,0.5521665648538059",94,118,36,302,"1.0,-0.1558548551326704,-0.7405909184559469",36,327
85,Prioritise2,2,cross,square,circle,triangle,"-0.017538974095646753,0.43320838581829424,0.48452289736445553","0.8072476110492377,0.25673500061136667,-1.0","0.4397882380638529,0.39726260220805054,-1.0","-0.06359610428535867,0.4935649245563736,-0.24027710533734647",232,95,126,178,"0.4397882380638529,0.39726260220805054,-1.0",126,258
99,Prioritise2,2,square,cross,circle,triangle,"0.6056610145008174,0.2310032177113197,0.6677762187869551","1.0,-0.2541916545294901,-0.43193236346031305","1.0,0.10281785561567158,-1.0","1.0,-0.07783297952557244,0.3960373748090056",277,19,71,319,"1.0,0.10281785561567158,-1.0",71,221
112,Prioritise2,2,circle,cross,triangle,square,"0.37478692104604905,0.3159453148278393,0.6623940312376342","-0.04273264564935253,0.4921547641531523,-0.29008164886068233","-0.06359610428535867,0.4935649245563736,-0.24027710533734647","1.0,-0.10580765013847959,-0.9756165541078137",262,175,178,43,"-0.06359610428535867,0.4935649245563736,-0.24027710533734647",178,33
165,Prioritise2,2,triangle,cross,circle,square,"1.0,-0.2352776592018201,-0.4968859262116322","1.0,-0.2759589912597996,-0.3378595329546661","0.1673887875274096,0.46333008938060627,-0.7729226224565875","1.0,-0.24425036060701033,0.08619108045783674",23,13,151,344,"0.1673887875274096,0.46333008938060627,-0.7729226224565875",151,294
166,Prioritise2,2,circle,triangle,square,cross,"-0.11109230792064029,0.494998675286374,-0.11182488810932678","1.0,-0.24976805918886447,-0.4479639557291707","0.911575527904773,0.20327130372654878,-1.0","0.8168605703912253,0.13684827598857496,0.6213530935889016",186,20,86,291,"0.911575527904773,0.20327130372654878,-1.0",86,184
204,Prioritise2,2,square,circle,triangle,cross,"-0.15218698220497417,0.491399065672369,0.0550849709310266","0.7874973343482179,0.15108074255601633,0.6309286527694675","0.5691306813430501,0.3551652128948415,-1.0","-0.0889322071979689,0.49470485377678974,-0.17530036558846096",197,289,115,182,"0.5691306813430501,0.3551652128948415,-1.0",115,242
208,Prioritise2,2,triangle,circle,square,cross,"0.8314067698500829,0.129644828397681,0.6162087510840306","0.003196340864616065,0.48789947231709707,-0.3930376390559923","0.02803139784776887,0.4850479085911541,-0.44669070010662637","-0.03545149328753128,0.4915787209123279,-0.3069086161051545",292,169,166,174,"0.02803139784776887,0.4850479085911541,-0.44669070010662637",166,82
213,Prioritise2,2,square,triangle,circle,cross,"1.0,-0.1453950522675579,0.29343624696038684","1.0,0.016090771115826907,0.5120159997035829","-0.1415152911985038,0.4725588943334964,0.2868282896334675","0.2607905457923898,0.44405077031286466,-1.0",328,307,214,142,"-0.1415152911985038,0.4725588943334964,0.2868282896334675",214,110
13,Prioritise2,3,circle,triangle,square,cross,"0.9566713411825642,0.17778746275501622,-1.0","0.7481042841002781,0.28401253410301863,-1.0","1.0,-0.2897135245148047,-0.23135156862016248","0.7578023835242338,0.165070026077772,0.63954193062201",82,100,6,287,"0.7578023835242338,0.165070026077772,0.63954193062201",287,275
17,Prioritise2,3,circle,triangle,square,cross,"0.43579397082986615,0.29501209376045523,0.6694809165992386","1.0,-0.25779156666188097,0.04465505589445962","1.0,-0.289651960671372,-0.12741280502186536","0.18759316868675757,0.45946387343509576,-0.8398972692549822",266,347,359,149,"0.18759316868675757,0.45946387343509576,-0.8398972692549822",149,315
23,Prioritise2,3,circle,square,cross,triangle,"1.0,-0.1694459751095364,-0.6968170409133772","1.0,-0.2696580629443429,-0.3688697412252795","-0.14981892062729885,0.491997057231198,0.04039774195876733","-0.1415152911985038,0.4725588943334964,0.2868282896334675",34,15,196,214,"-0.1415152911985038,0.4725588943334964,0.2868282896334675",214,20
86,Prioritise2,3,circle,square,triangle,cross,"0.3262451978832188,0.42843842117143094,-1.0","1.0,-0.16269839246793216,-0.7181852224820324","1.0,-0.2117453636986133,0.16700499532847024","0.3262451978832188,0.42843842117143094,-1.0",136,35,338,136,"0.3262451978832188,0.42843842117143094,-1.0",136,59
105,Prioritise2,3,circle,cross,square,triangle,"1.0,-0.030699357614306977,-1.0","0.9001622899209403,0.20948101299508481,-1.0","1.0,-0.14892208927791584,-0.7642951287839744","1.0,-0.24898244687401672,0.0724226931177736",53,87,37,345,"1.0,-0.24898244687401672,0.0724226931177736",345,104
107,Prioritise2,3,circle,triangle,square,cross,"1.0,-0.06852917744512788,-1.0","1.0,-0.07007995956776203,0.4066709204115653","1.0,-0.28715474606071,-0.26149890951485844","1.0,-0.265680167273015,0.01659727634298691",48,318,8,349,"1.0,-0.265680167273015,0.01659727634298691",349,157
128,Prioritise2,3,square,cross,circle,triangle,"1.0,-0.28331765203541326,-0.06912673399707303","-0.10043403746491275,0.49495767021285575,-0.14337977127983403","0.2563330525591274,0.3540064263668754,0.6360281906414551","0.3262451978832188,0.42843842117143094,-1.0",355,184,254,136,"0.3262451978832188,0.42843842117143094,-1.0",136,131
151,Prioritise2,3,circle,triangle,cross,square,"-0.1442047673080774,0.4930289775224417,0.010718955352132964","-0.10043403746491275,0.49495767021285575,-0.14337977127983403","0.8656291340184048,0.2277117481201254,-1.0","0.058211064666331636,0.41192535001918484,0.5445760826660213",194,184,90,239,"0.058211064666331636,0.41192535001918484,0.5445760826660213",239,146
177,Prioritise2,3,square,triangle,cross,circle,"0.7599790593392,0.278698430329378,-1.0","1.0,-0.22467733398512213,-0.5303566464837048","1.0,-0.28704790815198966,-0.09816451385922986","0.07186027412725471,0.47920645949573504,-0.5409731165987569",99,25,357,161,"0.07186027412725471,0.47920645949573504,-0.5409731165987569",161,85
180,Prioritise2,3,square,cross,circle,triangle,"1.0,-0.291416597096681,-0.18651092035548889","0.9898363577373541,0.15802139914365565,-1.0","1.0,-0.19952917352700605,0.19318579588388318","1.0,-0.045861603138592666,-1.0",3,79,336,51,"1.0,-0.045861603138592666,-1.0",51,41
202,Prioritise2,3,cross,circle,square,triangle,"1.0,-0.060989074760531836,-1.0","1.0,-0.19952917352700605,0.19318579588388318","1.0,-0.02312336799965975,0.46688363802432176","1.0,-0.24513616553833184,-0.4641238358039159",49,336,312,21,"1.0,-0.24513616553833184,-0.4641238358039159",21,14
15,Prioritise3,0,circle,cross,square,triangle,"0.7954699681646173,0.26233143705175754,-1.0","0.8072476110492377,0.25673500061136667,-1.0","1.0,-0.25349859092244853,0.058576446168723484","-0.1336957186097738,0.49417000388378884,-0.03453353894846056",96,95,346,191,"0.7954699681646173,0.26233143705175754,-1.0",96,207
19,Prioritise3,0,circle,square,triangle,cross,"1.0,-0.2696580629443429,-0.3688697412252795","0.05398205218015839,0.48170764156945833,-0.5023703861935837","1.0,-0.13815640460244194,0.305409278040333","-0.11850987372908683,0.4637398184337027,0.34737226103556385",15,163,327,219,"1.0,-0.2696580629443429,-0.3688697412252795",15,47
29,Prioritise3,0,triangle,cross,circle,square,"-0.06359610428535867,0.4935649245563736,-0.24027710533734647","0.6670955436242052,0.20546863097446266,0.6594879335101997","0.12802681261339854,0.47036395437091305,-0.6683938146358337","0.02803139784776887,0.4850479085911541,-0.44669070010662637",178,281,155,166,"-0.06359610428535867,0.4935649245563736,-0.24027710533734647",178,316
35,Prioritise3,0,triangle,circle,square,cross,"0.4397882380638529,0.39726260220805054,-1.0","1.0,-0.265680167273015,0.01659727634298691","0.15741439024530024,0.4651753747362595,-0.7441898531558468","1.0,-0.16269839246793216,-0.7181852224820324",126,349,152,35,"0.4397882380638529,0.39726260220805054,-1.0",126,351
66,Prioritise3,0,circle,square,triangle,cross,"1.0,0.1377261376429495,-1.0","0.7428418032534498,0.17196979648312705,0.6434837115546581","1.0,-0.09842467873037941,-1.0","0.22896995211020998,0.45101907426419996,-1.0",76,286,44,145,"1.0,0.1377261376429495,-1.0",76,17
119,Prioritise3,0,square,cross,circle,triangle,"0.23950483221035568,0.4487573681220651,-1.0","0.8189948021797893,0.2510686603392729,-1.0","0.6670955436242052,0.20546863097446266,0.6594879335101997","1.0,-0.07604755533137741,-1.0",144,94,281,47,"0.23950483221035568,0.4487573681220651,-1.0",144,290
153,Prioritise3,0,triangle,square,circle,cross,"-0.15936350859590664,0.487578374203653,0.1269149288768463","1.0,-0.023115205136178596,-1.0","1.0,-0.16269839246793216,-0.7181852224820324","1.0,-0.007413941176475647,0.4855113905503705",202,54,35,310,"-0.15936350859590664,0.487578374203653,0.1269149288768463",202,17
155,Prioritise3,0,cross,triangle,square,circle,"-0.10043403746491275,0.49495767021285575,-0.14337977127983403","0.4051864188365102,0.30563705046778256,0.6664498358678796","0.2419946445565604,0.35840841428502257,0.6316066564714324","0.07186027412725471,0.47920645949573504,-0.5409731165987569",184,264,253,161,"-0.10043403746491275,0.49495767021285575,-0.14337977127983403",184,314
156,Prioritise3,0,circle,triangle,cross,square,"1.0,-0.2897135245148047,-0.23135156862016248","-0.1442047673080774,0.4930289775224417,0.010718955352132964","1.0,-0.28331765203541326,-0.06912673399707303","0.21850949126575658,0.4532202130288874,-0.9933869065076532",6,194,355,146,"1.0,-0.2897135245148047,-0.23135156862016248",6,68
175,Prioritise3,0,triangle,circle,cross,square,"1.0,-0.18262560807777894,-0.6564771422547051","0.7362113369355152,0.2892555466706437,-1.0","1.0,-0.24030349193845646,-0.4804258498410512","-0.15971287347422924,0.4846106035432911,0.16864202556096686",32,101,22,205,"1.0,-0.18262560807777894,-0.6564771422547051",32,25
210,Prioritise3,0,circle,cross,triangle,square,"0.9677931896988998,0.1712594071065523,-1.0","1.0,-0.2583995670372059,-0.4160170008955538","0.7123805921607476,0.2995277721370815,-1.0","0.07004997715874661,0.40859431628906884,0.5522929170622126",81,18,103,240,"0.9677931896988998,0.1712594071065523,-1.0",81,167
28,Prioritise3,1,triangle,circle,cross,square,"0.4397882380638529,0.39726260220805054,-1.0","1.0,-0.25779156666188097,0.04465505589445962","1.0,-0.023115205136178596,-1.0","1.0,-0.053431764767480794,-1.0",126,347,54,50,"1.0,-0.25779156666188097,0.04465505589445962",347,75
56,Prioritise3,1,cross,square,triangle,circle,"1.0,-0.2696580629443429,-0.3688697412252795","1.0,-0.015267259554568757,0.4762913260168815","0.32969209843730707,0.3308126345090221,0.6543985772501693","-0.13746749759655974,0.49384364036211803,-0.01935357496354817",15,311,259,192,"1.0,-0.015267259554568757,0.4762913260168815",311,316
67,Prioritise3,1,circle,cross,triangle,square,"0.9165223056430671,0.08531838961047389,0.5804719469242157","-0.14715582087117385,0.4925402828135286,0.025608434090147236","-0.020427730643879483,0.49026716567376205,-0.3409363637973366","1.0,-0.030699357614306977,-1.0",298,195,172,53,"-0.14715582087117385,0.4925402828135286,0.025608434090147236",195,41
74,Prioritise3,1,circle,triangle,square,cross,"1.0,-0.03828278687151976,-1.0","-0.15971287347422924,0.4846106035432911,0.16864202556096686","0.4282253351913974,0.40067838587068505,-1.0","0.9229356114863154,0.19699631777014193,-1.0",52,205,127,85,"-0.15971287347422924,0.4846106035432911,0.16864202556096686",205,76
111,Prioritise3,1,circle,square,cross,triangle,"0.557247182986663,0.35934004439537626,-1.0","0.41670369996421397,0.40402696808005323,-1.0","-0.0864279937772866,0.4533299305616785,0.40378459741649797","0.557247182986663,0.35934004439537626,-1.0",116,128,224,116,"0.41670369996421397,0.40402696808005323,-1.0",128,201
114,Prioritise3,1,triangle,square,cross,circle,"1.0,-0.2784883645829067,-0.04031082501765193","0.6765582342033039,0.31440040312493167,-1.0","1.0,-0.2784883645829067,-0.04031082501765193","0.5335383805596652,0.3674790283286826,-1.0",353,106,353,118,"0.6765582342033039,0.31440040312493167,-1.0",106,253
142,Prioritise3,1,cross,square,triangle,circle,"0.9439739668489959,0.07017173146500566,0.5667550331301558","1.0,-0.03828278687151976,-1.0","0.8022226392771252,0.14399413187212562,0.6262603189685363","1.0,-0.060989074760531836,-1.0",300,52,290,49,"1.0,-0.03828278687151976,-1.0",52,11
159,Prioritise3,1,circle,square,triangle,cross,"1.0,-0.09842467873037941,-1.0","1.0,-0.27293323902243416,-0.35332683897484074","1.0,-0.2905255226561695,-0.14211314919909668","-0.137653653553384,0.47091943313012696,0.2992494234533911",44,14,0,215,"1.0,-0.27293323902243416,-0.35332683897484074",14,177
189,Prioritise3,1,square,triangle,circle,cross,"0.2419946445565604,0.35840841428502257,0.6316066564714324","0.8022226392771252,0.14399413187212562,0.6262603189685363","1.0,-0.015534070910116049,-1.0","0.5929450132200651,0.3466038519932022,-1.0",253,290,55,113,"0.8022226392771252,0.14399413187212562,0.6262603189685363",290,124
207,Prioritise3,1,square,triangle,cross,circle,"1.0,0.016090771115826907,0.5120159997035829","1.0,-0.15254529173699993,0.2813312795320311","-0.15425303278284086,0.49074605836511664,0.06966808771232391","-0.13746749759655974,0.49384364036211803,-0.01935357496354817",307,329,198,192,"1.0,-0.15254529173699993,0.2813312795320311",329,103
209,Prioritise3,1,cross,triangle,square,circle,"0.35978173682339754,0.41977397962065344,-1.0","1.0,-0.23006636068103248,-0.5135224369802548","0.9303101871846857,0.07776559495072588,0.5737236459068971","-0.14715582087117385,0.4925402828135286,0.025608434090147236",133,24,299,195,"1.0,-0.23006636068103248,-0.5135224369802548",24,299
6,Prioritise3,2,square,triangle,circle,cross,"1.0,0.008268781307839035,0.5033766660072689","0.6048714455845987,0.34221696469187823,-1.0","-0.1415152911985038,0.4725588943334964,0.2868282896334675","-0.12538192785381974,0.49466166942996614,-0.0651744334368548",308,112,214,189,"-0.1415152911985038,0.4725588943334964,0.2868282896334675",214,252
8,Prioritise3,2,square,cross,triangle,circle,"1.0,0.05938674364207741,-1.0","1.0,-0.21911833444213913,-0.5474132739956148","0.002753009035762144,0.42748599986642954,0.5027340537090634","0.37478692104604905,0.3159453148278393,0.6623940312376342",65,26,234,262,"0.002753009035762144,0.42748599986642954,0.5027340537090634",234,10
30,Prioritise3,2,triangle,circle,cross,square,"-0.07115460775268467,0.4487065849390661,0.42510855757080535","0.011345098196205106,0.4870029319956142,-0.41073039696963864","1.0,-0.289651960671372,-0.12741280502186536","-0.12966480223349675,0.49444262706220066,-0.04980752507879116",226,168,359,190,"1.0,-0.289651960671372,-0.12741280502186536",359,327
31,Prioritise3,2,square,circle,cross,triangle,"0.5438403016684124,0.25535465854340766,0.6719910833849003","1.0,-0.2692625012388049,0.0024658652101630096","0.024156992038590452,0.42147876676365525,0.5201127943356356","1.0,-0.07783297952557244,0.3960373748090056",273,350,236,319,"0.024156992038590452,0.42147876676365525,0.5201127943356356",236,204
52,Prioritise3,2,square,triangle,circle,cross,"1.0,-0.265680167273015,0.01659727634298691","0.38995744222104256,0.31083082350540914,0.6645497918058341","1.0,-0.045861603138592666,-1.0","0.8744524420551003,0.1077067653533772,0.5993718879433354",349,263,51,295,"1.0,-0.045861603138592666,-1.0",51,24
69,Prioritise3,2,square,cross,triangle,circle,"0.9303101871846857,0.07776559495072588,0.5737236459068971","-0.0789607698268403,0.4510515800167316,0.41453817725242015","-0.1160886962144162,0.49493957268076216,-0.09618366371381681","1.0,-0.07604755533137741,-1.0",299,225,187,47,"-0.1160886962144162,0.49493957268076216,-0.09618366371381681",187,149
84,Prioritise3,2,square,cross,triangle,circle,"0.9454860823634645,0.18425356693025585,-1.0","1.0,-0.25779156666188097,0.04465505589445962","1.0,-0.06229796743051119,0.4171389626044979","1.0,-0.18904346603826983,-0.637249894721835",83,347,317,31,"1.0,-0.06229796743051119,0.4171389626044979",317,206
93,Prioritise3,2,cross,square,circle,triangle,"-0.12085421394465079,0.49482727509491764,-0.08063336981743141","0.09948789533259128,0.47503830359136323,-0.601955130836429","0.6287517000804042,0.333230015934751,-1.0","-0.09478536258948067,0.49485771099788134,-0.15929400236046964",188,158,110,183,"0.6287517000804042,0.333230015934751,-1.0",110,332
122,Prioritise3,2,triangle,square,circle,cross,"0.04521328814621106,0.4828757040428189,-0.4835461552047625","1.0,0.07402842417913646,-1.0","1.0,-0.07604755533137741,-1.0","1.0,-0.24425036060701033,0.08619108045783674",164,67,47,344,"1.0,-0.07604755533137741,-1.0",47,144
147,Prioritise3,2,triangle,cross,circle,square,"0.11962807502985351,0.3945255124543332,0.5809118383777745","1.0,-0.0855518419522695,0.38524161028667625","0.6287517000804042,0.333230015934751,-1.0","0.9303101871846857,0.07776559495072588,0.5737236459068971",244,320,110,299,"0.6287517000804042,0.333230015934751,-1.0",110,287
190,Prioritise3,2,cross,circle,triangle,square,"0.9165223056430671,0.08531838961047389,0.5804719469242157","0.25011230249462657,0.4464347244570299,-1.0","0.25011230249462657,0.4464347244570299,-1.0","0.1377313063497616,0.46869198128419454,-0.6923217342230605",298,143,143,154,"0.25011230249462657,0.4464347244570299,-1.0",143,161
2,Prioritise3,3,cross,triangle,square,circle,"1.0,-0.07783297952557244,0.3960373748090056","1.0,-0.2352776592018201,-0.4968859262116322","0.6823545184579658,0.19890605819631269,0.6567852503614975","1.0,-0.05449202187079283,0.427438243059558",319,23,282,316,"1.0,-0.05449202187079283,0.427438243059558",316,192
46,Prioritise3,3,cross,triangle,circle,square,"0.08211922552252782,0.40518924666980105,0.5597871012004456","1.0,-0.23006636068103248,-0.5135224369802548","0.9303101871846857,0.07776559495072588,0.5737236459068971","-0.09478536258948067,0.49485771099788134,-0.15929400236046964",241,24,299,183,"-0.09478536258948067,0.49485771099788134,-0.15929400236046964",183,96
57,Prioritise3,3,circle,cross,square,triangle,"-0.028015013033697245,0.49094955428922593,-0.32385780920023366","0.6646065852612066,0.3192149609683923,-1.0","1.0,-0.2759589912597996,-0.3378595329546661","-0.0864279937772866,0.4533299305616785,0.40378459741649797",173,107,13,224,"-0.0864279937772866,0.4533299305616785,0.40378459741649797",224,289
79,Prioritise3,3,square,circle,cross,triangle,"1.0,-0.24976805918886447,-0.4479639557291707","1.0,-0.0855518419522695,0.38524161028667625","1.0,-0.23930972970484676,0.09987881270213972","0.18759316868675757,0.45946387343509576,-0.8398972692549822",20,320,343,149,"0.18759316868675757,0.45946387343509576,-0.8398972692549822",149,350
89,Prioritise3,3,square,circle,cross,triangle,"1.0,-0.14892208927791584,-0.7642951287839744","-0.12966480223349675,0.49444262706220066,-0.04980752507879116","0.2419946445565604,0.35840841428502257,0.6316066564714324","-0.07115460775268467,0.4487065849390661,0.42510855757080535",37,190,253,226,"-0.07115460775268467,0.4487065849390661,0.42510855757080535",226,256
130,Prioritise3,3,circle,square,cross,triangle,"0.03656203285471027,0.4839890544285097,-0.46499532916065","0.6885060196604067,0.3095143481419429,-1.0","1.0,-0.2117453636986133,0.16700499532847024","1.0,-0.29111130123666484,-0.15686324257888173",165,105,338,1,"1.0,-0.29111130123666484,-0.15686324257888173",1,332
